POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:55.952,Monster Energy Kawasaki
2,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,1.032,0:56.755,Toyota/Yamaha/Nfab/JGRMXteam
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,3.778,0:56.336,"KTM, RED BULL, MOTOREX, DUNLOP"
4,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,8.751,0:56.513,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
5,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,10.652,0:56.581,AMERICAN HONDA/ALPINESTARS/SPY/SHOEI/DVS
6,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,14.379,0:56.397,"KTM, RED BULL, MOTOREX, DUNLOP"
7,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,24.553,0:57.405,BTO Sports - KTM - WPS
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,31.040,0:57.122,RCH/Soaring Eagle/Suzuki
9,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,35.057,0:57.677,Discount Tire Racing/TwoTwo Motorsports/Monster Energy
10,23,William Hahn,"Menifee, CA",Honda CRF 450,36.297,0:56.910,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
11,102,Matt Moss,"Nerriga, Australia",Suzuki RM-Z450,42.785,0:57.061,"Yoshimura Suzuki,Moss Institute,Campbell Mining"
12,9,Ivan Tedesco,"Murrieta, CA",KTM 450 SX-F,46.015,0:57.598,Rockstar Energy Drink/KTM/BelaY/ONE/FMF/AIROH/DRAGON/ROCKWELL/HORIZON HOBBY
13,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,51.685,0:58.005,Team Mafia Moto Crew
14,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,19 Laps,0:59.057,The Factory Metal Works/Club MX/Wideopen/Playground Poker/Pickett Weaponry/TLR Performance/Shoei/DT1/Spectro/Acerbis/Dr.D/Dunlop/Stock Car Steel/Rhino Power/Impulse Graphics/Guts/Super Sprox/Hinson/Dubya/Pro Taper/Exs Brand/CRF Stuff/Raptor/Engine Ice/Ren
15,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,8.366,0:58.599,BTO Sports - KTM - WPS
16,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,12.848,0:58.926,CycleTrader.com/Rock River Yamaha 
17,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,21.177,0:58.284,Smartop Motoconcepts Racing
18,12,Jacob Weimer,"Rupert, ID",Kawasaki KX 450F,24.246,0:57.112,Monster Energy Kawasaki 
19,82,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,44.887,1:00.561,rocky mnt atv my Dunlop answer protaper procirquit recluse ballz racing vortex galfer dubya
20,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,18 Laps,1:01.021,"Milestone Mx, DSC,Fly Racing"
21,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,4 Laps,0:58.497,Motosport.com/Peick Racing/Motosport Hillsboro/Hyper-X/FLY/Yoshimura/Suzuki/Bolt Hardware/Piston Bones/Private Tier/Dragon/Dunlop/RK Exel/Sunstar/Dubya/Galfer/VP Fuels/Factory Backing
22,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,DNF,,"Phit Designs, N-FAB, Freegun"
