POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,20 Laps,0:50.913,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
2,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,3.254,0:50.946,Team Honda Muscle Milk
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,6.547,0:51.306,"KTM, RED BULL, MOTOREX, DUNLOP"
4,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,11.487,0:51.341,Toyota/Yamaha/Nfab/JGRMXteam
5,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,19.104,0:51.178,"KTM, RED BULL, MOTOREX, DUNLOP"
6,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,23.494,0:52.474,Monster Energy Kawasaki
7,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,24.295,0:52.261,Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/DAM Consulting/Acerbis
8,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 450F,25.636,0:51.870,Discount Tire Racing/TwoTwo Motorsports/Monster/Pro Circuit Kawasaki
9,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,39.809,0:52.444,RCH/Soaring Eagle/Suzuki
10,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,42.770,0:52.725,BTO Sports - KTM
11,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,51.353,0:52.483,BTO Sports - KTM
12,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,19 Laps,0:54.171,Team Mafia Moto Crew
13,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,18.986,0:54.801,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
14,23,William Hahn,"Menifee, CA",Honda CRF 450,34.800,0:53.376,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
15,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,50.484,0:55.298,"Yankton Motorsports, Motosport.com, Chrome Horse Choppers, RaceTech, HoliRosa, MotoOption, Hotcams, Sunstar, Strikt, Utopia, Ti Lube, Vertex, Streamline Brakes, Odi Grips, Dt1 Filters, Motion Pro, FmF, Ride Engineering, Hammerhead, Mx Culture, motonews.co"
16,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,18 Laps,0:55.105,Flyracing dsc naveen yoshimura dvsshoes
17,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,19.494,0:56.551,"DirtCandy Graphics, PRBC.com, Yoshimura, ISC Racers Tape, Hellbound Racing, Spy Optics, Rekluse, Troy Lee Designs, Silkolene, Matrix Concepts, Galfer USA, DT1 Filters, Bazzaz, Dunlop, Pro Circuit "
18,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,44.523,0:55.512,TPJ/FLY Racing/VikingBait/CalCoastPlumbing/TokyoMods/DaveHumphrey
19,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,50.754,0:52.771,Smartop Motoconcepts Racing
20,565,Preston Mull,"Livingston, CA",Yamaha YZ450F,17 Laps,0:57.737, 
21,228,Daniel Meynet,"Santa Ynez, CA",Kawasaki KX 450F,5 Laps,0:58.075,"Me,The Privateer Journey, Fly racing, Galfer, VP fuels, Lucas Oil, Epic Motorsports, Acerbic, Dunlop, Engine Ice, XLT training, Dad, Mom, Hotcams, Mika metals, Feal Suspension"
22,9,Ivan Tedesco,"Murrieta, CA",KTM 450 SX-F,2 Laps,0:54.260,Rockstar Energy Drink/KTM/BelaY/ONE/FMF/AIROH/DRAGON/ROCKWELL/HORIZON HOBBY 
