POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,94,Ken Roczen,"Murrieta, CA",KTM 450 SX-F Factory Edit,20 Laps,0:52.404,"KTM, RED BULL, MOTOREX, DUNLOP"
2,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,1.871,0:52.344,Monster Energy Kawasaki
3,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,6.575,0:52.515,"KTM, RED BULL, MOTOREX, DUNLOP"
4,23,William Hahn,"Menifee, CA",Honda CRF 450,20.608,0:53.315,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
5,10,Justin Brayton,"Cornelius, NC",Yamaha YZ450F,24.032,0:53.464,Toyota/Yamaha/Nfab/JGRMXteam
6,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,26.418,0:52.824,Smartop Motoconcepts Racing
7,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,26.979,0:53.546,RCH/Soaring Eagle/Suzuki
8,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,35.678,0:53.337,"Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/Acerbis
"
9,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,36.772,0:53.747,Toyota/Yamaha/Nfab/JGRmx team
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,42.837,0:54.263,BTO Sports - KTM - WPS
11,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,50.090,0:53.609,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
12,44,Matthew Goerke,"Temecula, CA",KTM 450 SX-F Factory Edit,57.899,0:54.464,BTO Sports - KTM - WPS
13,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,19 Laps,0:54.315,RCH/Soaring Eagle/Suzuki
14,9,Ivan Tedesco,"Murrieta, CA",KTM 350 SX-F,7.609,0:54.327,Rockstar Energy Drink/KTM/BelaY/ONE/FMF/AIROH/DRAGON/ROCKWELL/HORIZON HOBBY 
15,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,8.126,0:54.885,"N-FAB, FACTORY METAL WORKS, PHIT DESIGNS, TESTA MOTORSPORTS"
16,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,8.860,0:54.534,Team Mafia Moto Crew
17,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,14.863,0:54.083,CycleTrader.com | Rock River YAMAHA
18,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,1:00.729,0:55.936,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
19,132,Justin Sipes,"Flaherty, KY",Kawasaki KX 450F,18 Laps,0:55.199,The Privateer Journey/Gateway Cycles/Fly Racing/Yoshimura
20,415,Nicholas Schmidt,"Riverside, CA",Honda CRF 450,16 Laps,0:55.909,Flyracing dsc naveen yoshimura dvsshoes 
21,3,Eli Tomac,"Cortez, CO",Honda CRF 450,6 Laps,0:54.463,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
22,38,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,2 Laps,0:57.549,Toyota/Yamaha/Nfab/JGR
