POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,1:08.673,Monster Energy Kawasaki
2,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,13.922,1:09.612,"KTM, RED BULL, MOTOREX, DUNLOP"
3,94,Ken Roczen,Germany,KTM 450 SX-F Factory Edit,24.487,1:10.029,"KTM, RED BULL, MOTOREX, DUNLOP"
4,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,41.087,1:10.288,Team Honda Muscle Milk
5,41,Trey Canard,"Edmond, OK",Honda CRF 450,46.266,1:10.746,Team Honda Muscle Milk
6,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,58.306,1:10.840,RCH/Soaring Eagle/Suzuki
7,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,1:13.423,1:11.291,Toyota/Yamaha/Nfab/JGRmx team
8,12,Jacob Weimer,"Rupert, ID",Kawasaki KX 450F,1:13.573,1:11.314,Monster Energy Kawasaki 
9,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,19 Laps,1:12.740,"N-FAB, FACTORY METAL WORKS, TESTA MOTORSPORTS"
10,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,4.447,1:12.092,BTO Sports - KTM - WPS
11,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,19.447,1:13.095,CycleTrader.com | Rock River YAMAHA
12,48,Ben Lamay,"Forney, TX",Yamaha YZ450F,39.351,1:13.610,CycleTrader.com | Rock River YAMAHA
13,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,54.021,1:13.789,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
14,415,Nicholas Schmidt,"Marysville , WA",Honda CRF 450,1:18.044,1:14.261,TPJ/Milestone MX/Powered by Naveen/Fly Racing/DSC Construction/Yoshimura pipes/DVS Shoes 
15,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,18 Laps,1:15.557,"Yankton Motorsports, Motosport.com, Chrome Horse Choppers, RaceTech, HoliRosa, MotoOption, Hotcams, Sunstar, Strikt, Utopia, Ti Lube, Vertex, Streamline Brakes, Odi Grips, Dt1 Filters, Motion Pro, FmF, Ride Engineering, Hammerhead, Mx Culture, motonews.co"
16,771,Kyle Regal,"Grand Prairie, TX",Honda CRF 450,2.560,1:13.985,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
17,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,17 Laps,1:11.861,Smartop Motoconcepts Racing
18,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,2:45.313,1:16.332,"DirtCandy Graphics, PRBC.com, Yoshimura, ISC Racers Tape, Hellbound Racing, Spy Optics, Rekluse, Troy Lee Designs, Silkolene, Matrix Concepts, Galfer USA, DT1 Filters, Bazzaz, Dunlop, Pro Circuit "
19,792,Bracken Hall,"Rock Springs, WY",Honda CRF 450,16 Laps,1:19.505,Rocky Mountain ATV/MC
20,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,8 Laps,1:11.048,Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/Inquire Partners Inc/DAM Consulting/Acerbis 
21,67,Tyler Bowers,"Danville, KY",Kawasaki KX 450F,7 Laps,1:11.989,-- none listed --
22,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,2 Laps,1:13.559,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
