POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Ryan Villopoto,"Seattle, WA",Kawasaki KX 450F,20 Laps,0:54.693,Monster Energy Kawasaki
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,9.757,0:55.183,GEICO Honda/AMSOIL/Muscle Milk/Yoshimura/Factory Connection
3,75,Joshua Hill,"Yoncalla, OR",Suzuki RM-Z450,12.203,0:56.163,RCH/Soaring Eagle/Suzuki
4,51,Justin Barcia,"Pinetta, FL",Honda CRF 450,15.030,0:54.931,Team Honda Muscle Milk
5,94,Ken Roczen,Germany,KTM 450 SX-F Factory Edit,16.394,0:55.455,"KTM, RED BULL, MOTOREX, DUNLOP"
6,5,Ryan Dungey,"Belle Plaine, MN",KTM 450 SX-F Factory Edit,27.254,0:55.438,"KTM, RED BULL, MOTOREX, DUNLOP"
7,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,52.928,0:57.027,Smartop Motoconcepts Racing
8,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,58.197,0:57.132,BTO Sports - KTM - WPS
9,41,Trey Canard,"Edmond, OK",Honda CRF 450,19 Laps,0:55.740,Team Honda Muscle Milk
10,40,Weston Peick,"Wildomar, CA",Suzuki RM-Z450,1.613,0:57.568,Motosport.com/Fly Racing/Peick Racing/Hyper X/Yoshimura/Suzuki/Bolt Hardware/Spectro/Dragon/WPS/Dunlop/Surface/Galfer/VP Fuels/Motosport Hillsboro/Piston Bones/Inquire Partners Inc/DAM Consulting/Acerbis 
11,12,Jacob Weimer,"Rupert, ID",Kawasaki KX 450F,4.679,0:56.180,Monster Energy Kawasaki 
12,38,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,19.798,0:58.155,Toyota/Yamaha/Nfab/JGR
13,27,Nicholas Wey,"Murrieta, CA",Kawasaki KX 450F,22.699,0:59.387,Team Mafia Moto Crew
14,606,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,32.551,0:59.107,"DirtCandy Graphics, PRBC.com, Yoshimura, ISC Racers Tape, Hellbound Racing, Spy Optics, Rekluse, Troy Lee Designs, Silkolene, Matrix Concepts, Galfer USA, DT1 Filters, Bazzaz, Dunlop, Pro Circuit "
15,68,Chris Blose,"Phoenix, AZ",Honda CRF 450,34.947,0:58.732,"N-FAB, FACTORY METAL WORKS, TESTA MOTORSPORTS"
16,33,Joshua Grant,"Corona, CA",Yamaha YZ450F,18 Laps,0:57.128,Toyota/Yamaha/Nfab/JGRmx team
17,48,Ben Lamay,"Forney, TX",Yamaha YZ450F,0.562,0:59.211,CycleTrader.com | Rock River YAMAHA
18,285,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,31.681,1:00.320,Traders Racing/KB5 Industries/Yoshimura/Scott Motorsports/RNB Racing/Traction MX/Rekluse/Ankle Savers/Limited Decal
19,77,Jimmy Albertson,"Shawnee, OK",Honda CRF 450,45.956,0:59.436,Motosport.com/Crossland Racing/Freeguns/Don's/FMF Racing/Rekluse/Acerbis Plastics/Merge Racing
20,374,Cody Gilmore,"Blair, NE",Kawasaki KX 450F,17 Laps,0:59.839,"Yankton Motorsports, Motosport.com, Chrome Horse Choppers, RaceTech, HoliRosa, MotoOption, Hotcams, Sunstar, Strikt, Utopia, Ti Lube, Vertex, Streamline Brakes, Odi Grips, Dt1 Filters, Motion Pro, FmF, Ride Engineering, Hammerhead, Mx Culture, motonews.co"
21,211,Tevin Tapia,"Menifee, CA",Suzuki RM-Z450,13 Laps,1:02.896,"Team 3BR, 3Tperformance, Milestone mx, Dr.D, Bell, Rekluse, DCR, Fly"
22,7,James Stewart,"Haines City, FL",Suzuki RM-Z450,3 Laps,0:56.685,"Suzuki, Yoshimura, Motorex, Dunlop, Renthal, Vortex, Shorai, Zero Gravity, GET, Seven, N-Style, Hinson Clutch Components, Renegade Fuels, Showa, Mechanix Wear, Works Connection, Twin Air, Matrix, D.I.D., Excel, NGK, Kokusan, Moto Tassinari"
