POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,2,-,20,1,25
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,1,-,0,2,22
3,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,5,-,0,3,20
4,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,4,-,0,4,18
5,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,11,-,0,5,16
6,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,8,-,0,6,15
7,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,3,-,0,7,14
8,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,6,-,0,8,13
9,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,9,-,0,9,12
10,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,7,-,0,10,11
11,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,12,-,0,11,10
12,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,10,-,0,12,9
13,42,Ben Lamay,"Austin, TX",Husqvarna FC450,14,-,0,13,8
14,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,18,-,0,14,7
15,206,Thomas Ramette,"Guilherand, France - Metropolitan",Kawasaki KX 450F,16,-,0,15,6
16,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,15,-,0,16,5
17,285,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,19,-,0,17,4
18,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,13,-,0,18,3
19,918,Michael Akaydin,"Louisville, KY",Honda CRF 450,22,-,0,19,2
20,447,Deven Raper,"Mesa, AZ",Kawasaki KX 450F,21,-,0,20,1
21,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,17,-,0,21,1
22,662,Travis Bannister,"Calhan, CO",Honda CRF 450,20,-,0,22,1
