POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,1,-,17,1,25
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,11,-,0,2,22
3,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,3,-,0,3,20
4,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,5,-,0,4,18
5,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,9,-,0,5,16
6,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,8,-,0,6,15
7,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,7,-,0,7,14
8,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,2,-,0,8,13
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,4,-,0,9,12
10,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,10,-,0,10,11
11,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,14,-,0,11,10
12,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,6,-,0,12,9
13,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,15,-,0,13,8
14,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,19,-,0,14,7
15,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,21,-,0,15,6
16,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,12,X,3,16,5
17,42,Ben Lamay,"Austin, TX",Husqvarna FC450,16,-,0,17,4
18,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,18,-,0,18,3
19,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,20,-,0,19,2
20,314,Alex Ray,"Milan, TN",Honda CRF 450,17,-,0,20,1
21,206,Thomas Ramette,"Guilherand, France - Metropolitan",Kawasaki KX 450F,22,-,0,21,1
