POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,2,-,19,1,25
2,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,11,-,0,2,22
3,3,Eli Tomac,"Cortez, CO",Honda CRF 450,1,-,0,3,20
4,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,4,-,0,4,18
5,41,Trey Canard,"Edmond, OK",Honda CRF 450,6,-,0,5,16
6,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,3,-,0,6,15
7,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,5,X,1,7,14
8,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,7,-,0,8,13
9,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,17,-,0,9,12
10,75,Joshua Hill,"Yoncalla, OR",Yamaha YZ450F,15,-,0,10,11
11,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,9,-,0,11,10
12,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,19,-,0,12,9
13,45,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,21,-,0,13,8
14,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,22,-,0,14,7
15,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,18,-,0,15,6
16,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,20,-,0,16,5
17,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,8,-,0,17,4
18,24,Brett Metcalfe,"Lake Elsinore, CA",Suzuki RM-Z450,16,-,0,18,3
19,42,Ben Lamay,"Forney, TX",Yamaha YZ450F,13,-,0,19,2
20,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,12,-,0,20,1
21,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,14,-,0,21,1
22,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,10,-,0,22,1
