POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,3,Eli Tomac,"Cortez, CO",Honda CRF 450,4,-,7,1,25
2,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,1,-,0,2,22
3,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,2,-,13,3,20
4,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,11,-,0,4,18
5,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,9,X,0,5,16
6,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,5,-,0,6,15
7,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,12,-,0,7,14
8,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,6,-,0,8,13
9,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,7,-,0,9,12
10,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,10,-,0,10,11
11,40,Shane Mcelrath,"Canton, NC",KTM 450 SX-F Factory Edit,19,-,0,11,10
12,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,14,-,0,12,9
13,42,Ben Lamay,"Austin, TX",Husqvarna FC450,16,-,0,13,8
14,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,13,-,0,14,7
15,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,21,-,0,15,6
16,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,20,-,0,16,5
17,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,18,-,0,17,4
18,211,Tevin Tapia,"Menifee, CA",Suzuki RM-Z450,17,-,0,18,3
19,447,Deven Raper,"Mesa, AZ",Kawasaki KX 450F,22,-,0,19,2
20,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,8,-,0,20,1
21,314,Alex Ray,"Milan, TN",Honda CRF 450,15,-,0,21,1
