POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,39,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,3,-,16,1,26
2,34,Dylan Ferrandis,"Murrieta, CA",Yamaha YZ250F,10,-,0,2,23
3,12,Shane Mcelrath,"Canton, NC",KTM 250 SX-F,4,X,0,3,21
4,31,Rj Hampshire,"Wesley Chapel, FL",Honda CRF 250,2,-,0,4,19
5,92,Adam Cianciarulo,"New Smyrna Beach, FL",Kawasaki KX 250F,1,-,0,5,18
6,61,Garrett Marchbanks,"Coalville, UT",Kawasaki KX 250F,11,-,0,6,17
7,64,James Decotis,"Peabody, MA",Suzuki RM-Z250,17,-,0,7,16
8,156,Jacob Hayes,"Greensboro, NC",Yamaha YZ250F,7,-,0,8,15
9,111,Chris Blose,"Phoenix, AZ",Husqvarna FC250,18,-,0,9,14
10,160,Jess Pettis,"Prince George, Canada",KTM 250 SX-F,8,-,0,10,13
11,44,Cameron Mcadoo,"Chesterfield, SC",Honda CRF 250,5,-,0,11,12
12,36,Michael Mosiman,"Menifee, CA",Husqvarna FC250,9,-,0,12,11
13,72,Martin Castelo,"Murrieta, CA",Suzuki RM-Z250,15,-,0,13,10
14,194,Jerry Robin,"Corcoran, MN",KTM 250 SX-F,22,-,0,14,9
15,67,Enzo Lopes,"Wildomar, CA",Suzuki RM-Z250,6,-,0,15,8
16,40,Sean Cantrell,"Murrieta, CA",KTM 250 SX-F,16,-,0,16,7
17,221,Matthew Jorgensen,"Bjerge, Denmark",KTM 250 SX-F,20,-,0,17,6
18,321,Bradley Lionnet,"Menifee, CA",Yamaha YZ250F,19,-,0,18,5
19,68,Brandan Leith,"Eagle Mountain, UT",Husqvarna FC250,13,-,0,19,4
20,910,Carson Brown,"Ravensdale, WA",Husqvarna FC250,12,-,0,20,3
21,773,Thomas Do,"SAINT ROMAIN EN VIENNOIS, France",Suzuki RM-Z250,14,-,0,21,2
22,471,Logan Karnow,"Vermilion, OH",Kawasaki KX 250F,21,-,0,22,1
