POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,24,Austin Forkner,"Richards, MO",Kawasaki KX 250F,1,X,12,1,26
2,23,Chase Sexton,"Clermont, FL",Honda CRF 250,8,-,0,2,23
3,32,Justin Cooper,"Huntington, NY",Yamaha YZ250F,2,-,0,3,21
4,66,Mitchell Oldenburg,"Godley, TX",Yamaha YZ250F,5,-,0,4,19
5,26,Alex Martin,"Clermont, FL",Suzuki RM-Z250,3,-,0,5,18
6,45,Brandon Hartranft,"Brick, NJ",Yamaha YZ250F,6,-,0,6,17
7,55,Kyle Peters,"Greensboro, NC",Suzuki RM-Z250,7,-,2,7,16
8,70,Joshua Osby,"Valparaiso, IN",Yamaha YZ250F,18,-,0,8,15
9,37,Kyle Cunningham,"Willow Park, TX",Honda CRF 250,13,-,0,9,14
10,73,Martin Davalos,"Tallahassee, FL",Kawasaki KX 250F,10,-,0,10,13
11,52,Jordan Bailey,"Orlando, FL",Husqvarna FC250,4,-,0,11,12
12,63,John Short,"Pilot Point, TX",Honda CRF 250,17,-,0,12,11
13,56,Lorenzo Locurcio,"Groveland, FL",Kawasaki KX 250,19,-,0,13,10
14,264,Ryan Sipes,"Ekron, KY",KTM 250 SX-F,14,-,0,14,9
15,112,Thomas Covington,"Murrieta, CA",Husqvarna FC250,11,-,0,15,8
16,511,Steven Clarke,"Stourbridge, United Kingdom",Honda CRF 250,20,-,0,16,7
17,49,Henry Miller,"Rochester, MN",KTM 250 SX-F,15,-,0,17,6
18,96,Chase Marquier,"Newcastle, OK",Husqvarna FC250,16,-,0,18,5
19,116,Tj Albright,"Mount Marion, NY",KTM 250 SX-F,21,-,0,19,4
20,332,Dustin Winter,"Clearwater, KS",Yamaha YZ250F,12,-,0,20,3
21,125,Luke Neese,"Jamestown, NC",Yamaha YZ250F,22,-,0,21,2
22,159,Jace Owen,"Mattoon, IL",Honda CRF 250,9,-,0,22,1
