POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,17,Jason Anderson,"Rio Rancho, NM",KTM 250 SX-F,2,-,1,1,
2,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,1,X,8,2,
3,35,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,5,-,6,3,
4,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 250,3,-,0,4,
5,16,Zach Osborne,"Chesterfield, SC",Honda CRF 250,4,-,0,5,
6,89,Michael Leib,"Menifee, CA",Honda CRF 250,10,-,0,6,
7,50,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,8,-,0,7,
8,87,Shane Mcelrath,"Chesterfield, SC",Honda CRF 250,11,-,0,8,
9,37,Cooper Webb,"Newport, NC",Yamaha YZ250F,6,-,0,9,
10,111,Dean Ferris,"MURRIETA, CA",KTM 250 SX-F,13,-,0,10,
11,66,Jake Canada,"Sun City, CA",Honda CRF 250,9,-,0,11,
12,84,Scott Champion,"Orange, CA",Yamaha YZ250F,21,-,0,12,
13,83,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,15,-,0,13,
14,737,Valentin Teillet,"Lake Elsinore, CA",Kawasaki KX 250F,16,-,0,14,
15,97,Topher Ingalls,"Carmel, CA",Honda CRF 250,12,-,0,15,
16,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,7,-,0,16,
17,142,Cole Martinez,"Rimrock, AZ",Kawasaki KX 250F,18,-,0,17,
18,397,Brandon Scharer,"Gardena, CA",Suzuki RM-Z250,17,-,0,18,
19,830,Ruben Alanis,"Pharr, TX",KTM 250 SX-F,14,-,0,19,
20,416,Austin Burns,"Scottsdale, AZ",Honda CRF 250,20,-,0,20,
21,574,Brian Burns,"San Clemente, CA",KTM 250 SX-F,22,-,0,21,
22,360,Aaron Siminoe,"Reno, NV",Kawasaki KX 250F,19,-,0,22,
