POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 250,3,-,15,1,25
2,37,Cooper Webb,"Newport, NC",Yamaha YZ250F,5,-,0,2,20
3,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,11,-,0,3,18
4,17,Jason Anderson,"Rio Rancho, NM",KTM 250 SX-F,1,-,0,4,22
5,35,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,4,-,0,5,16
6,87,Shane Mcelrath,"Chesterfield, SC",Honda CRF 250,7,-,0,6,15
7,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,2,-,0,7,14
8,16,Zach Osborne,"Chesterfield, SC",Honda CRF 250,6,-,0,8,13
9,89,Michael Leib,"Menifee, CA",Honda CRF 250,10,-,0,9,12
10,50,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,8,-,0,10,11
11,111,Dean Ferris,"MURRIETA, CA",KTM 250 SX-F,9,-,0,11,10
12,83,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,12,-,0,12,9
13,142,Cole Martinez,"Rimrock, AZ",Kawasaki KX 250F,15,-,0,13,8
14,594,Chris Plouffe,"Castaic, CA",Honda CRF 250,14,-,0,14,7
15,737,Valentin Teillet,"Lake Elsinore, CA",Kawasaki KX 250F,18,-,0,15,6
16,222,Chris Howell,"Spokane Valley, WA",Yamaha YZ250F,19,-,0,16,5
17,273,Conner Elliott,"Tumwater, WA",Honda CRF 250,22,-,0,17,3
18,84,Scott Champion,"Orange, CA",Yamaha YZ250F,17,-,0,18,2
19,193,Chris Proscelle,"Vista, CA",Honda CRF 250,21,-,0,19,4
20,416,Austin Burns,"Scottsdale, AZ",Honda CRF 250,13,-,0,20,1
21,360,Aaron Siminoe,"Reno, NV",Kawasaki KX 250F,16,-,0,21,1
22,243,Joseph Dalzell,"Belvidere, IL",Kawasaki KX 250F,20,-,0,22,1
