POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,35,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,3,-,14,1,
2,17,Jason Anderson,"Rio Rancho, NM",KTM 250 SX-F,11,-,0,2,
3,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,6,-,0,3,
4,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 250,1,-,0,4,
5,87,Shane Mcelrath,"Chesterfield, SC",Honda CRF 250,8,-,0,5,
6,50,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,5,-,0,6,
7,89,Michael Leib,"Menifee, CA",Honda CRF 250,14,-,0,7,
8,84,Scott Champion,"Orange, CA",Yamaha YZ250F,7,-,0,8,
9,66,Jake Canada,"Sun City, CA",Honda CRF 250,9,-,0,9,
10,111,Dean Ferris,"MURRIETA, CA",KTM 250 SX-F,12,-,0,10,
11,83,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,10,X,0,11,
12,565,Preston Mull,"Livingston, CA",Yamaha YZ250F,20,-,0,12,
13,65,Zackery Freeberg,"Riverview, FL",,15,-,0,13,
14,37,Cooper Webb,"Newport, NC",Yamaha YZ250F,4,-,0,14,
15,830,Ruben Alanis,"Monterray, Mexico",KTM 250 SX-F,21,-,0,15,
16,737,Valentin Teillet,"Lake Elsinore, CA",Kawasaki KX 250F,17,-,0,16,
17,97,Topher Ingalls,"Carmel, CA",Honda CRF 250,13,-,0,17,
18,973,Jean Marrone,"LA MEDE, France",Suzuki RM-Z250,22,-,0,18,
19,222,Chris Howell,"Spokane Valley, WA",Yamaha YZ250F,19,-,0,19,
20,397,Brandon Scharer,"Gardena, CA",Suzuki RM-Z250,16,-,0,20,
21,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,2,-,1,21,
22,143,Michael Horban,"Grants Pass, OR",KTM 450 SX-F,18,-,0,22,
