POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,17,Jason Anderson,"Rio Rancho, NM",KTM 250 SX-F,3,-,15,1,25
2,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,10,-,0,2,22
3,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,5,-,0,3,20
4,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 250,1,-,0,4,18
5,16,Zach Osborne,"Chesterfield, SC",Honda CRF 250,7,-,0,5,16
6,37,Cooper Webb,"Newport, NC",Yamaha YZ250F,2,-,0,6,15
7,87,Shane Mcelrath,"Canton, NC",Honda CRF 250,9,-,0,7,14
8,66,Jake Canada,"Sun City, CA",Honda CRF 250,6,-,0,8,13
9,35,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,4,-,0,9,12
10,50,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,8,X,0,10,11
11,65,Zackery Freeberg,"Riverview, FL",Yamaha YZ250F,13,-,0,11,10
12,83,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,19,-,0,12,9
13,89,Michael Leib,"Menifee, CA",Honda CRF 250,12,-,0,13,8
14,84,Scott Champion,"Orange, CA",Yamaha YZ250F,11,-,0,14,7
15,97,Topher Ingalls,"Carmel, CA",Honda CRF 250,15,-,0,15,6
16,565,Preston Mull,"Livingston, CA",Yamaha YZ250F,21,-,0,16,5
17,397,Brandon Scharer,"Gardena, CA",Suzuki RM-Z250,17,-,0,17,4
18,222,Chris Howell,"Spokane Valley, WA",Yamaha YZ250F,14,-,0,18,3
19,830,Ruben Alanis,"Pharr, TX",KTM 250 SX-F,16,-,0,19,2
20,645,Cheyenne Harmon,"Ovilla, TX",KTM 250 SX-F,20,-,0,20,1
21,526,Colton Aeck,"Granada Hills, CA",Honda CRF 250,22,-,0,21,1
22,619,Mark Weishaar,"Belleville, IL",Yamaha YZ250F,18,-,0,22,1
