POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,46,Adam Cianciarulo,"Port Orange, FL",Kawasaki KX 250F,2,X,12,1,25
2,4,Blake Baggett,"Grand Terrace, CA",Kawasaki KX 250F,4,-,0,2,22
3,31,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,1,-,3,3,20
4,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,12,-,0,4,18
5,32,Justin Bogle,"Cushing, OK",Honda CRF 250,19,-,0,5,16
6,52,Cole Thompson,"BRIGDEN, Canada",KTM 250 SX-F,10,-,0,6,15
7,36,Blake Wharton,"Beaumont, TX",Honda CRF 250,3,-,0,7,14
8,30,Kyle Cunningham,"Aledo, TX",Honda CRF 250,11,-,0,8,13
9,55,Alex Martin,"Millville, MN",Yamaha YZ250F,15,-,0,9,12
10,62,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,14,-,0,10,11
11,47,Kyle Peters,"Greensboro, NC",Honda CRF 250,13,-,0,11,10
12,69,Levi Kilbarger,"Logan, OH",Honda CRF 250,17,-,0,12,9
13,57,A J Catanzaro,"Portland, CT",Honda CRF 250,20,-,0,13,8
14,88,Jesse Wentland,"Elk River, MN",Honda CRF 250,22,-,0,14,7
15,56,James Decotis,"Peabody, MA",Honda CRF 250,7,-,0,15,6
16,533,Gannon Audette,"Cairo, GA",Kawasaki KX 250F,18,-,0,16,5
17,60,Jackson Richardson,"Wildomar, CA",Honda CRF 250,21,-,0,17,4
18,72,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,16,-,0,18,3
19,96,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,9,-,0,19,2
20,49,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,5,-,0,20,1
21,78,Matthew Lemoine,"Pilot Point, TX",Kawasaki KX 250F,8,-,0,21,1
22,267,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,6,-,0,22,1
