POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Cole Seely,"Lake Elsinore, CA",Honda CRF 250,10,-,15,1,
2,17,Jason Anderson,"Rio Rancho, NM",KTM 250 SX-F,3,-,0,2,
3,35,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,1,-,0,3,
4,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,2,X,0,4,
5,50,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,7,-,0,5,
6,16,Zach Osborne,"Chesterfield, SC",Honda CRF 250,4,-,0,6,
7,37,Cooper Webb,"Newport, NC",Yamaha YZ250F,5,-,0,7,
8,66,Jake Canada,"Sun City, CA",Honda CRF 250,12,-,0,8,
9,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,6,-,0,9,
10,87,Shane Mcelrath,"Canton, NC",Honda CRF 250,11,-,0,10,
11,89,Michael Leib,"Menifee, CA",Honda CRF 250,9,-,0,11,
12,83,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,13,-,0,12,
13,84,Scott Champion,"Orange, CA",Yamaha YZ250F,19,-,0,13,
14,565,Preston Mull,"Livingston, CA",Yamaha YZ250F,22,-,0,14,
15,222,Chris Howell,"Spokane Valley, WA",Yamaha YZ250F,14,-,0,15,
16,360,Aaron Siminoe,"Reno, NV",Kawasaki KX 250F,15,-,0,16,
17,329,Chad Gores,"Anaheim, CA",Honda CRF 450,20,-,0,17,
18,65,Zackery Freeberg,"Riverview, FL",Yamaha YZ250F,8,-,0,18,
19,239,Ross Johnson,"Tenino, WA",Honda CRF 250,16,-,0,19,
20,476,Collin Jurin,"Monroe, WA",Kawasaki KX 250F,18,-,0,20,
21,391,Ryder Steffy,"Edmonds, WA",Kawasaki KX 250F,21,-,0,21,
