POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1E,Chase Sexton,"Clermont, FL",Honda CRF250R,1,X,12,1,26
2,12,Shane Mcelrath,"Murrieta, CA",Yamaha YZ250F,2,-,5,2,23
3,13,Colt Nichols,"Murrieta, CA",Yamaha YZ250F,3,-,0,3,21
4,163,Pierce Brown,"Sandy, UT",KTM 250SX-F,5,-,0,4,19
5,38,Kyle Peters,"Greensboro, NC",Honda CRF250R,7,-,0,5,18
6,352,Jalek Swoll,"Belleview, FL",Husqvarna FC250,16,-,0,6,17
7,49,Chris Blose,"Phoenix, AZ",Honda CRF250R,15,-,0,7,16
8,66,Enzo Lopes,"Huntersville, NC",Yamaha YZ250F,10,-,0,8,15
9,159,Jace Owen,"Mattoon, IL",Honda CRF250R,9,-,0,9,14
10,43,John Short,"Pilot Point, TX",Honda CRF250R,14,-,0,10,13
11,84,Jo Shimoda,"Irvine, CA",Honda CRF250R,13,-,0,11,12
12,367,Hunter Sayles,"Chassell, MI",KTM 250SX-F,22,-,0,12,11
13,56,Justin Starling,"Deland, FL",Husqvarna FC250,19,-,0,13,10
14,128,Carter Halpain,"Lubbock, TX",Yamaha YZ250F,6,-,0,14,9
15,185,Wilson Fleming,"Jacksonville, FL",Honda CRF250R,21,-,0,15,8
16,59,Joshua Osby,"Valparaiso, IN",Yamaha YZ250F,12,-,0,16,7
17,77,Kevin Moranz,"Topeka, KS",KTM 250SX-F,18,-,0,17,6
18,157,Darian Sanayei,"Murrieta , CA",Kawasaki KX250,20,-,0,18,5
19,75,Coty Schock,"Dover, DE",Honda CRF250R,17,-,0,19,4
20,47,Lorenzo Locurcio,"Groveland, FL",Kawasaki KX250,11,-,0,20,3
