POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,12,Shane Mcelrath,"Murrieta, CA",Yamaha YZ250F,1,-,19,1,26
2,1E,Chase Sexton,"Clermont, FL",Honda CRF250R,2,-,0,2,23
3,6,Jeremy Martin,"Rochester, MN",Honda CRF250R,4,-,0,3,21
4,36,Garrett Marchbanks,"Coalville, UT",Kawasaki KX250,3,-,0,4,19
5,54,Jordon Smith,"Ochlocknee, GA",Kawasaki KX250,5,X,0,5,18
6,24,Rj Hampshire,"Minneola, FL",Husqvarna FC250,6,-,0,6,17
7,38,Kyle Peters,"Greensboro, NC",Honda CRF250R,7,-,0,7,16
8,355,Joey Crown,"Metamora, MI",Yamaha YZ250F,16,-,0,8,15
9,53,James Decotis,"Huntersville, NC",Suzuki RMZ250,19,-,0,9,14
10,84,Jo Shimoda,"Irvine, CA",Honda CRF250R,10,-,0,10,13
11,159,Jace Owen,"Mattoon, IL",Honda CRF250R,12,-,0,11,12
12,175,Joshua Hill,"Huntersville, NC",Yamaha YZ250F,8,-,0,12,11
13,201,Cedric Soubeyras,"Plant City, FL",Husqvarna FC250,18,-,0,13,10
14,68,Nick Gaines,"Ringgold, GA",Yamaha YZ250F,17,-,0,14,9
15,43,John Short,"Pilot Point, TX",Honda CRF250R,11,-,0,15,8
16,67,Jerry Robin,"Hamel, MN",Honda CRF250R,15,-,0,16,7
17,39,Jordan Bailey,"Orlando, FL",Honda CRF250R,14,-,0,17,6
18,367,Hunter Sayles,"Chassell, MI",KTM 250SX-F,20,-,0,18,5
19,66,Enzo Lopes,"Huntersville, NC",Yamaha YZ250F,9,-,0,19,4
20,56,Justin Starling,"Deland, FL",Honda CRF250R,13,-,0,20,3
21,79,Isaac Teasdale,"Robbinsville, NC",Suzuki RMZ250,22,-,0,21,2
22,981,Curren Thurman,"Rosharon, TX",KTM 250SX-F,21,-,0,22,1
