POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,13,Blake Wharton,"Pilot Point, TX",Suzuki RM-Z250,5,-,14,1,25
2,19,William Hahn,"Decatur, TX",Honda CRF 250,2,-,0,2,22
3,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,1,-,1,3,20
4,68,Tyler Bowers,"Danville, KY",Kawasaki KX 250F,3,-,0,4,18
5,67,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,10,-,0,5,16
6,48,Cole Thompson,"BRIGDEN, Canada",Honda CRF 250,4,-,0,6,15
7,69,Peter Larsen,"Menifee, CA",Yamaha YZ 250F,13,-,0,7,14
8,87,Lance Vincent,"Youngsville, LA",KTM 250 SX-F,8,-,0,8,13
9,393,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,11,-,0,9,12
10,552,Steven Clarke,"Cairo, GA",KTM 250 SX-F,16,-,0,10,11
11,412,Levi Kilbarger,"Logan, OH",Honda CRF 250,12,-,0,11,10
12,874,Zack Williams,"Elko, MN",Honda CRF 250,,-,0,12,9
13,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,6,-,0,13,8
14,194,Jackson Richardson,"Cairns, Australia",Honda CRF 250,7,-,0,14,7
15,244,Ryan Zimmer,"Fuquay Varina, NC",Honda CRF 250,,-,0,15,6
16,304,Bradley Ripple,"Cypress, TX",KTM 250 SX-F,18,-,0,16,5
17,73,A J Catanzaro,"Portland, CT",Kawasaki KX 250F,15,-,0,17,4
18,328,Chad Crawford,"Warrenton, MO",Kawasaki KX 250F,17,-,0,18,3
19,248,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,9,-,0,19,2
20,71,Zackery Freeberg,"Riverview, FL",Honda CRF 250,14,X,0,20,1
