POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,68,Tyler Bowers,"Danville, KY",Kawasaki KX 250F,1,-,13,1,25
2,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,3,-,0,2,22
3,19,William Hahn,"Decatur, TX",Honda CRF 250,2,-,0,3,20
4,13,Blake Wharton,"Pilot Point, TX",Suzuki RM-Z250,5,-,0,4,18
5,67,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,7,-,2,5,16
6,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,6,-,0,6,15
7,87,Lance Vincent,"Youngsville, LA",KTM 250 SX-F,13,-,0,7,14
8,48,Cole Thompson,"BRIGDEN, Canada",Honda CRF 250,11,-,0,8,13
9,393,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,12,-,0,9,12
10,73,A J Catanzaro,"Portland, CT",Kawasaki KX 250F,15,-,0,10,11
11,556,Brady Kiesel,"Fort Worth, TX",Yamaha YZ250F,16,-,0,11,10
12,412,Levi Kilbarger,"Logan, OH",Honda CRF 250,10,-,0,12,9
13,69,Peter Larsen,"Menifee, CA",Yamaha YZ250,4,-,0,13,8
14,244,Ryan Zimmer,"Fuquay Varina, NC",Honda CRF 250,18,-,0,14,7
15,712,Justin Starling,"Deland, FL",Honda CRF 250,19,-,0,15,6
16,248,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,9,-,0,16,5
17,385,Adam Gulley,"Jonesburg, MO",Kawasaki KX 250F,17,-,0,17,4
18,194,Jackson Richardson,"Cairns, Australia",Honda CRF 250,14,-,0,18,3
19,93,Landen Powell,"South Jordan, UT",Honda CRF 250,8,-,0,19,2
20,552,Steven Clarke,"Cairo, GA",KTM 250 SX-F,20,-,0,20,1
