POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Eli Tomac,"Durango, CO",Honda CRF 250,3,-,11,1,25
2,94,Ken Roczen,"Murrieta, CA",KTM 250 SX-F,8,-,0,2,22
3,21,Jason Anderson,"Edgewood, NM",Suzuki RM-Z250,4,X,4,3,20
4,76,Austin Politelli,Menifee CA,Honda CRF 250,7,-,0,4,18
5,38,Kyle Cunningham,"Aledo, TX",Yamaha YZ250F,1,-,0,5,16
6,31,Travis Baker,Orange County,Yamaha YZ250F,11,-,0,6,15
7,338,Zach Osborne,"Lake Elsinore, CA",Honda CRF 250,10,-,0,7,14
8,28,Tyla Rattray,"Durban, South Africa",Kawasaki KX 250F,12,-,0,8,13
9,40,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,2,-,0,9,12
10,36,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,20,-,0,10,11
11,176,Joey Savatgy,"Thomasville, GA",KTM 250 SX-F,5,-,0,11,10
12,205,Josh Cachia,"Murrieta, CA",KTM 250 SX-F,18,-,0,12,9
13,59,Christian Craig,"Wildomar, CA",Honda CRF 250,6,-,0,13,8
14,992,Jean Ramos,"Corona, CA",Kawasaki KX 250F,13,-,0,14,7
15,43,Cole Seely,"Murrieta, CA",Honda CRF 250,19,-,0,15,6
16,360,Aaron Siminoe,"reno,nv",Kawasaki KX 250F,15,-,0,16,5
17,329,Chad Gores,"Anaheim, CA",Honda CRF 250,17,-,0,17,4
18,965,Travis Bright,"Ojai, CA",Honda CRF 250,16,-,0,18,3
19,98,Chris Plouffe,"woodland hills, ca",Honda CRF 250,14,-,0,19,2
