POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Murrieta, CA",KTM 250 SX-F,1,-,4,1,25
2,43,Cole Seely,"Murrieta, CA",Honda CRF 250,8,-,11,2,22
3,21,Jason Anderson,"Edgewood, NM",Suzuki RM-Z250,6,-,0,3,20
4,40,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,5,-,0,4,18
5,32,Malcolm Stewart,"Haines City, FL",KTM 250 SX-F,9,-,0,5,16
6,176,Joey Savatgy,"Thomasville, GA",KTM 250 SX-F,7,X,0,6,15
7,38,Kyle Cunningham,"Aledo, TX",Yamaha YZ250F,13,-,0,7,14
8,76,Austin Politelli,ca,Honda CRF 250,11,-,0,8,13
9,59,Christian Craig,"Wildomar, CA",Honda CRF 250,12,-,0,9,12
10,338,Zach Osborne,"Lake Elsinore, CA",Honda CRF 250,3,-,0,10,11
11,28,Tyla Rattray,"Durban, South Africa",Kawasaki KX 250F,4,-,0,11,10
12,31,Travis Baker,"Romoland, CA",Yamaha YZ250F,15,-,0,12,9
13,36,Jessy Nelson,"Paso Robles, CA",Honda CRF 250,2,-,0,13,8
14,98,Chris Plouffe,"Castaic, CA",Honda CRF 250,18,-,0,14,7
15,992,Jean Ramos,"Corona, CA",Kawasaki KX 250F,16,-,0,15,6
16,205,Josh Cachia,"Murrieta, CA",KTM 250 SX-F,19,-,0,16,5
17,948,Kade Mosig,Australia,Kawasaki KX 250F,17,-,0,17,4
18,66,Killian Rusk,"Aztec, NM",Honda CRF 250,20,-,0,18,3
