POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,19,William Hahn,"Decatur, TX",Honda CRF 250,2,X,15,1,25
2,15,Dean Wilson,"Wesley Chapel, FL",Kawasaki KX 250F,1,-,0,2,22
3,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,4,-,0,3,20
4,13,Blake Wharton,"Pilot Point, TX",Suzuki RM-Z250,6,-,0,4,18
5,77,Jeremy Martin,"Millville, MN",Yamaha YZ250F,5,-,0,5,16
6,317,Justin Hill,"Yoncalla, OR",Kawasaki KX 250F,7,-,0,6,15
7,67,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,3,-,0,7,14
8,50,Kyle Peters,"Greensboro, NC",Honda CRF 250,8,-,0,8,13
9,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,13,-,0,9,12
10,167,Zachary Bell,"Cairo, GA",Honda CRF 250,10,-,0,10,11
11,248,Mitchell Oldenburg,"Alvord, TX",Honda CRF 250,11,-,0,11,10
12,87,Lance Vincent,"Youngsville, LA",KTM 250 SX-F,15,-,0,12,9
13,48,Cole Thompson,"Brigden, Canada",Honda CRF 250,19,-,0,13,8
14,613,James Decotis,"Peabody, MA",Honda CRF 250,12,-,0,14,7
15,552,Steven Clarke,"Cairo, GA",KTM 250 SX-F,9,-,0,15,6
16,45,Gareth Swanepoel,"Murrieta, CA",Kawasaki KX 250F,16,-,0,16,5
17,385,Adam Gulley,"Jonesburg, MO",Kawasaki KX 250F,20,-,0,17,4
18,73,A J Catanzaro,"Portland, CT",Kawasaki KX 250F,18,-,0,18,3
19,890,Kurtis Mccabe,"Marion, IA",Honda CRF 250,17,-,0,19,2
20,194,Jackson Richardson,"Cairns, Australia",Honda CRF 250,14,-,0,20,1
