POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,1,X,14,1,25
2,19,William Hahn,"Decatur, TX",Honda CRF 250,9,-,0,2,22
3,13,Blake Wharton,"Pilot Point, TX",Suzuki RM-Z250,2,-,0,3,20
4,77,Jeremy Martin,"Millville, MN",Yamaha YZ250F,12,-,0,4,18
5,42,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,4,-,0,5,16
6,48,Cole Thompson,"Brigden, Canada",Honda CRF 250,6,-,0,6,15
7,613,James Decotis,"Peabody, MA",Honda CRF 250,5,-,0,7,14
8,67,Gavin Faith,"Fort Dodge, IA",Honda CRF 250,7,-,0,8,13
9,194,Jackson Richardson,"Cairns, Australia",Honda CRF 250,8,-,0,9,12
10,50,Kyle Peters,"Greensboro, NC",Honda CRF 250,11,-,0,10,11
11,69,Peter Larsen,"Menifee, CA",Yamaha YZ250,15,-,0,11,10
12,73,A J Catanzaro,"Portland, CT",Kawasaki KX 250F,19,-,0,12,9
13,87,Lance Vincent,"Youngsville, LA",KTM 250 SX-F,16,-,0,13,8
14,412,Levi Kilbarger,"Logan, OH",Honda CRF 250,13,-,0,14,7
15,71,Zackery Freeberg,"Riverview, FL",Honda CRF 250,10,-,0,15,6
16,675,Kyle Hussey,"Foristell, MO",Kawasaki KX 250F,14,-,0,16,5
17,639,David Buller,"Acworth, GA",Honda CRF 250,18,-,0,17,4
18,377,Austin Coon,"Spencer, WV",Honda CRF 250,20,-,0,18,3
19,556,Brady Kiesel,"Fort Worth, TX",Yamaha YZ250F,17,-,0,19,2
