POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,94,Ken Roczen,"Murrieta, CA",KTM 250 SX-F,14,-,6,1,25
2,1,Eli Tomac,"Cortez, CO",Honda CRF 250,2,X,9,2,22
3,338,Zach Osborne,"Lake Elsinore, CA",Honda CRF 250,3,-,0,3,20
4,43,Cole Seely,"Murrieta, CA",Honda CRF 250,12,-,0,4,18
5,28,Tyla Rattray,"Wildomar, CA",Kawasaki KX 250F,6,-,0,5,16
6,76,Austin Politelli,"Menifee, CA",Honda CRF 250,13,-,0,6,15
7,35,Ryan Sipes,"Ekron, KY",Suzuki RM-Z250,8,-,0,7,14
8,176,Joey Savatgy,"Thomasville, GA",KTM 250 SX-F,10,-,0,8,13
9,40,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,1,-,0,9,12
10,21,Jason Anderson,"Edgewood, NM",Suzuki RM-Z250,4,-,0,10,11
11,32,Malcolm Stewart,"Haines City, FL",KTM 250 SX-F,5,-,0,11,10
12,59,Christian Craig,"Wildomar, CA",Honda CRF 250,11,-,0,12,9
13,66,Killian Rusk,"Aztec, NM",Honda CRF 250,15,-,0,13,8
14,23,Jake Canada,"Sun City, CA",Honda CRF 250,16,-,0,14,7
15,31,Travis Baker,"Romoland, CA",Yamaha YZ250F,7,-,0,15,6
16,78,Scott Champion,"Orange, CA",Honda CRF 250,18,-,0,16,5
17,965,Travis Bright,"Ojai, CA",Honda CRF 250,17,-,0,17,4
18,38,Kyle Cunningham,"Aledo, TX",Yamaha YZ250F,9,-,0,18,3
19,240,Bryce Stewart,"Canyon Lake, CA",Yamaha YZ250F,20,-,0,19,2
20,400,Trevor Ivey,"Pasco, WA",Honda CRF 250,19,-,0,20,1
