POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,21,Jason Anderson,"Edgewood, NM",Suzuki RM-Z250,4,-,14,1,25
2,43,Cole Seely,"Murrieta, CA",Honda CRF 250,13,-,0,2,22
3,40,Martin Davalos,"Cairo, GA",Kawasaki KX 250F,1,-,0,3,20
4,32,Malcolm Stewart,"Murrieta, Ca",KTM 250 SX-F,2,-,0,4,18
5,59,Christian Craig,"Wildomar, CA",Honda CRF 250,11,-,0,5,16
6,1,Eli Tomac,"Cortez, CO",Honda CRF 250,9,-,0,6,15
7,35,Ryan Sipes,"Ekron, KY",Suzuki RM-Z250,8,-,0,7,14
8,28,Tyla Rattray,"Wildomar, CA",Kawasaki KX 250F,6,-,0,8,13
9,176,Joey Savatgy,"Thomasville, GA",KTM 250 SX-F,5,-,0,9,12
10,31,Travis Baker,"Romoland, CA",Yamaha YZ250F,19,-,0,10,11
11,38,Kyle Cunningham,"Aledo, TX",Yamaha YZ250F,10,-,0,11,10
12,338,Zach Osborne,"Lake Elsinore, CA",Honda CRF 250,3,X,1,12,9
13,72,Dakota Tedder,"Surfside, CA",Kawasaki KX 250F,15,-,0,13,8
14,91,Topher Ingalls,"San Luis Obispo, CA",Honda CRF 250,20,-,0,14,7
15,78,Scott Champion,"Orange, CA",Honda CRF 250,18,-,0,15,6
16,653,Tyler Bereman,"Lake Elsinore, CA",Kawasaki KX 250F,12,-,0,16,5
17,149,Casey Hinson,"Clovis, CA",Honda CRF 250,14,-,0,17,4
18,239,Ross Johnson,"Tenino, WA",Honda CRF 250,16,-,0,18,3
19,76,Austin Politelli,"Menifee, CA",Honda CRF 250,7,-,0,19,2
20,792,Bracken Hall,"Rock Springs, WY",Honda CRF 250,17,-,0,20,1
