POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,20 Laps,0:49.304,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,5.738,0:49.027,GEICO Honda
3,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,17.437,0:49.665,JGR
4,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,20.057,0:50.169,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
5,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,23.123,0:50.002,Team Honda HRC
6,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,25.564,0:50.165,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
7,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,45.952,0:51.113,BTO Sports - KTM - WPS
8,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,48.582,0:50.663,Discount Tire
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,19 Laps,0:51.195,BTO Sports - KTM - WPS
10,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,0.761,0:51.931,Mafia MotoCrew/PasionMX
11,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,2.570,0:51.808,"TEAM CHIZ, RickieFowler.com, Westfall Auto Sales, Pretty REBELS, Kawasaki"
12,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,8.222,0:50.602,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
13,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,41.418,0:52.174,Rocky Mountain a tv mc
14,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,49.769,0:53.895,Team3br dsc construction 
15,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,54.506,0:53.940,"Ruskracing, National Hail and Dent, Axo, Bell, Yamaha"
16,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,18 Laps,0:50.081,Autotrader/Toyota/Yamaha
17,42,Ben Lamay,"Austin, TX",Husqvarna FC450,1:16.620,0:53.687,Munn racing/Husqvarna/LBeardsleycpa.com/Fly racing/xbrand/bell 
18,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,1:21.884,0:54.291,tpj.com/suzuki/fly racing/race tech/yoshimura/eks brand goggles/carl nelson insurance/odi/snuffy racing/guts factrory seats/dunlop/vp racing fuels/alpinestars/lucas oil/bolt/promotofan.com/dt1 airfilters/motorcycle superstore/boyce excavating
19,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,1:34.201,0:54.143,"DirtCandy Graphics, PRBC.com, Hellbound Racing, ISC Racers Tape, Fugoo, Never Summer Industries, Bel Ray, Yoshimura, Shift, Spy, 6D Helmets, RK Excel, KSR Wheels, Dunlop, Hinson, Works Connection"
20,314,Alex Ray,"Milan, TN",Honda CRF 450,16 Laps,0:56.239,"Ki Speed, BWR Engines, SSI Decals, Freeport Honda-Kawasaki, ReKluse, Motorsports, NollenJ6, JT Racing, Performance Electronics, Tubliss, Works Connection,NoToil, Motoseats, Evans Coolant, Yoshimura, PK, Excel, Pirelli Tires, Byrd Training, Mika, Vertex Ho"
21,206,Thomas Ramette,"Guilherand, France - Metropolitan",Kawasaki KX 450F,8 Laps,0:56.858,SR75-Molson Racing UK/Molson Group UK/Oakus Ltd UK/Dirt Rider Magazine/FMF/Pirelli/Motul/Shoei/Alias/HRS Gaerne/100%/JBUK/Dancourt Group UK/Hyundai HIE/MC Brienon/Hinson
22,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,DNS,,Discount Tire Racing/TwoTwo Motorsports
