POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,20 Laps,0:51.294,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
2,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,3.915,0:51.321,Team Honda HRC
3,41,Trey Canard,"Edmond, OK",Honda CRF 450,6.502,0:51.386,Team Honda HRC
4,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,18.640,0:51.892,JGR
5,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,21.667,0:52.179,Monster Energy Kawasaki
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,24.158,0:52.219,BTO Sports - KTM - WPS
7,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,25.237,0:52.560,Discount Tire Racing/TwoTwo Motorsports
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,27.174,0:52.763,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
9,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,35.307,0:52.590,Discount Tire
10,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,39.424,0:53.170,Team Tedder Monster Energy Kawasaki
11,3,Eli Tomac,"Cortez, CO",Honda CRF 450,56.230,0:52.791,GEICO Honda
12,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,19 Laps,0:53.402,"Team Chiz, Kawasaki, Rickie Fowler, Westfall auto sales, Pretty REBELS"
13,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,8.159,0:53.886,JGR 
14,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,9.832,0:54.385,Mafia MotoCrew/PasionMX
15,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,10.420,0:51.147,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
16,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,19.649,0:53.803,rocky mountain atv\mc atv
17,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,48.264,0:52.974,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
18,285,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,49.814,0:56.712,Traders Racing/Tic Tabs/Pro Circuit/Eagle Amusements/Thor / Parts Unlimited/Limited Decal/Boyesen/Mika Metals/Rekluse/Dunlop/Cycra/Ankle Savers/RNB Racing/100%/Gaerne
19,42,Ben Lamay,"Austin, TX",Husqvarna FC450,51.959,0:55.698,Munn Racing/Husqvarna/lbeardsleycpa.com/flyracing/xbrand/bell/evs/dvs/Rockwell/mindfx
20,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,18 Laps,0:57.407,"Ruskracing, National Hail and Dent, Yamaha, Axo, Bell"
21,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,16.855,0:56.249, 
22,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,17 Laps,0:58.324,Tpj.com/Fly racing/Carl Nelson insurance/Race tech/Yoshimura/X brand/Dt1/Odi/Rekluse/Snuffy racing/Guts factory seats/Acerbis/Dunlop/Vp racing fuels/Motorcycle Superstore
