POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,20 Laps,0:51.156,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,3.708,0:51.336,RCH Soaring Eagle/Jimmy Johns/Suzuki Factory Racing
3,41,Trey Canard,"Edmond, OK",Honda CRF 450,12.993,0:51.796,Team Honda HRC
4,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,17.409,0:51.621,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
5,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,23.588,0:52.422,BTO Sports - KTM - WPS
6,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,27.485,0:52.028,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
7,3,Eli Tomac,"Cortez, CO",Honda CRF 450,29.371,0:51.965,GEICO Honda
8,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,35.182,0:52.365,Discount Tire Racing/TwoTwo Motorsports
9,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,39.049,0:52.793,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
10,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,41.634,0:52.248,Team Honda HRC
11,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,44.488,0:52.525,Discount Tire
12,75,Joshua Hill,"Yoncalla, OR",Yamaha YZ450F,45.683,0:53.316,-- none listed --
13,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,47.451,0:53.075,JGR
14,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,47.805,0:52.791,Team Tedder
15,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,19 Laps,0:53.895,Mafia MotoCrew/PasionMX
16,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,18.506,0:54.087,arma energy motorsport.com yamaha 
17,199,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,23.635,0:53.892,"Rocky Mountain ATV/MC, Dunlop, One Industries Alpinestars"
18,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,24.086,0:53.653,Smartop MotoConcepts Racing
19,285,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,18 Laps,0:55.742,Traders Racing/Tic Tabs/Pro Circuit/Eagle Amusements/Thor MX/Limited Decal/Boyesen/Mika Metals/Rekluse/Dunlop/Cycra/Ankle Savers/RNB Racing/100%
20,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,5 Laps,0:52.264,Monster Energy Kawasaki
21,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,23.388,0:54.092,Team 3br dsc 
22,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,DNS,,JGR
