POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,20 Laps,0:54.914,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,5.739,0:55.032,GEICO Honda
3,41,Trey Canard,"Edmond, OK",Honda CRF 450,11.991,0:54.505,Team Honda HRC
4,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,22.602,0:55.894,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
5,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,24.920,0:55.942,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
6,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,30.032,0:56.200,Discount Tire Racing/TwoTwo Motorsports
7,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,30.389,0:56.122,Discount Tire
8,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,42.689,0:56.117,RCH Soaring Eagle/Jimmy Johns/Suzuki Factory Racing
9,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,46.362,0:55.577,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
10,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,46.880,0:55.853,JGR
11,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,47.653,0:56.366,Monster Energy Kawasaki
12,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,52.169,0:56.058,Team Honda HRC
13,75,Joshua Hill,"Yoncalla, OR",Yamaha YZ450F,19 Laps,0:56.792,CycleTrader.com Rock River YAMAHA Monster Energy
14,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,9.372,0:57.902,Smartop MotoConcepts Racing
15,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,12.120,0:58.023,BTO Sport - KTM - WPS
16,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,14.681,0:58.618,Mafia MotoCrew/PasionMX
17,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,17.407,0:57.176,JGR
18,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,24.153,0:58.192,"Team Chiz, Kawasaki, Rickie Fowler, Westfall auto sales, Pretty REBELS"
19,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,43.186,0:58.435,Ama Energy Motorsport.com Yamaha
20,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,48.725,0:57.374,Team Tedder Monster Energy Kawasaki
21,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,51.021,0:59.310,Team3br dsc magiksc 
22,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,18 Laps,0:59.187,rocky Mountain atv/mc
