POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,20 Laps,1:06.271,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,4.653,1:06.190,GEICO Honda
3,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,38.032,1:08.100,JGR
4,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,41.677,1:08.962,Team Honda HRC
5,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,42.815,1:09.174,Discount Tire Racing/TwoTwo Motorsports
6,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,45.434,1:09.402,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
7,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,1:06.558,1:08.743,Discount Tire
8,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,1:09.016,1:09.139,Autotrader/Toyota/Yamaha
9,10,Justin Brayton,"Mint Hill, NC",KTM 450 SX-F Factory Edit,19 Laps,1:09.894,BTO Sports - KTM - WPS
10,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,7.162,1:09.723,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
11,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,27.750,1:11.062,"TEAM CHIZ, RickieFowler.com, Westfall Auto Sales, Pretty REBELS, Kawasaki "
12,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,33.669,1:10.638,Mafia MotoCrew/PasionMX
13,42,Ben Lamay,"Austin, TX",Husqvarna FC450,18 Laps,1:13.061, 
14,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,13.001,1:12.438,-- none listed --
15,206,Thomas Ramette,"Guilherand, France - Metropolitan",Kawasaki KX 450F,18.404,1:13.161,SR75-Molson Racing UK/Molson Group UK/Oakus Ltd UK/Dirt Rider Magazine/FMF/Pirelli/Motul/Shoei/Alias/HRS Gaerne/100%/JBUK/Dancourt Group UK/Hyundai HIE/MC Brienon/Hinson
16,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,24.193,1:13.472,"Ruskracing, National Hail and Dent, Axo, Bell, Yamaha"
17,285,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,34.319,1:14.029,Traders Racing
18,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,17 Laps,1:15.852,Rocky Mountain atvmc
19,918,Michael Akaydin,"Louisville, KY",Honda CRF 450,17.941,1:17.280,Storm Lake Honda/Buddy Brooks Racing/Team Gus/TiLube/Fly Racing/Tom Zont Racing/Works Connection/Yoshimura/PRL/139 Designs/Shoei/Spider Energy/SunStar/Dragon/FCA Motocross/Engine Ice/One29/No Toil/MadCow Moto/Occumedix/S&R Enerprises 
20,447,Deven Raper,"Mesa, AZ",Kawasaki KX 450F,24.798,1:17.256,"RJC Racing, Thousand Oaks,Tire Empire, O'neal, Racetech, Rekluse, ActionRideco, 100percent, Asterisk, FMF, RK Excel, Dubya, Renthal, Rideengineering, Acerbis, SiloCreationz, Motofoundryhank, Dunlop, Rynopower, JandJperformance, MXshoppe, CrankWorks, Injec"
21,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,16 Laps,1:15.188,Tpj.com/Fly/Suzuki/Race tech/Yoshimura/Carl Nelson insurance/Dunlop/Guts factory seats/Dt1/Odi/EKS brand goggles/Works connection/Snuffy racing/Engine ice/Acerbis/Vp racing fuels
22,662,Travis Bannister,"Calhan, CO",Honda CRF 450,6 Laps,1:17.367,"Advanced Concrete, Surprise Enterprise, RDP, Moto Adventure, 100 %, Kueber pipefitting, Calderini Woodworks "
