POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,20 Laps,0:46.430,Team Honda HRC
2,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,7.455,0:47.809,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
3,3,Eli Tomac,"Cortez, CO",Honda CRF 450,8.009,0:47.677,GEICO Honda
4,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,12.149,0:47.868,Discount Tire Racing/TwoTwo Motorsports
5,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,13.141,0:47.697,Discount Tire
6,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,14.240,0:47.925,BTO Sports - KTM - WPS
7,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,16.793,0:47.561,Monster Energy Kawasaki
8,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,17.810,0:47.957,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
9,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,23.574,0:47.945,Autotrader/Toyota/Yamaha
10,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,24.578,0:48.756,BTO Sports - KTM - WPS
11,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,26.219,0:47.529,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
12,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,40.739,0:48.799,-- none listed --
13,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,43.588,0:48.926,Mafia MotoCrew/PasionMX
14,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,47.975,0:49.489,"Arma Energy, Motorsport.com, Yamaha"
15,42,Ben Lamay,"Austin, TX",Husqvarna FC450,53.367,0:49.200, Munn racing/Husqvarna/LBeardsleycpa.com/Fly racing/xbrand/bell 
16,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,19 Laps,0:47.158,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
17,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,27.103,0:49.091,rocky mountain tav/mc 
18,211,Tevin Tapia,"Menifee, CA",Suzuki RM-Z450,18 Laps,0:50.440,3Tperformance DTMX BRT
19,181,Dustin Pipes,"Madera, CA",Suzuki RM-Z450,12.213,0:51.251, 
20,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,29.056,0:50.076,"Ruskracing, National Hail And Dent, Axo, Bell, Yamaha"
21,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,17 Laps,0:50.104,Team3br dsc construction
22,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,6 Laps,0:47.540,JGR
