POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,3,Eli Tomac,"Cortez, CO",Honda CRF 450,20 Laps,0:51.967,GEICO Honda
2,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,11.897,0:52.589,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
3,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,18.919,0:52.952,Team Honda HRC
4,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,27.865,0:53.677,Discount Tire
5,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,30.023,0:53.411,Monster Energy Kawasaki
6,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,38.609,0:53.951,Discount Tire Racing/TwoTwo Motorsports
7,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,43.140,0:53.973,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
8,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,50.171,0:53.898,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
9,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,50.735,0:54.505,BTO Sports - KTM - WPS
10,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,19 Laps,0:55.129,-- none listed --
11,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,4.302,0:55.050,"Team Chiz, Kawasaki, Rickie Fowler, Westfall auto sales, Pretty REBELS"
12,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,17.274,0:55.459,Mafia MotoCrew/PasionMX
13,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,32.856,0:54.447, 
14,42,Ben Lamay,"Austin, TX",Husqvarna FC450,45.460,0:56.645,Munn Racing/Husqvarna/lbeardsleycpa.com/flyracing/xbrand/bell/evs/dvs/Rockwell/mindfx
15,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,59.666,0:55.393,JGR 
16,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,18 Laps,0:57.039,"ruskracing,national hail and dent, axo, yamaha"
17,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,23.936,0:56.745,"DirtCandy Graphics, PRBC.com, Hellbound Racing, ISC Racers Tape, Fugoo, Never Summer Industries, Bel Ray, Yoshimura, Shift, Spy, 6D Helmets, RK Excel, KSR Wheels, Dunlop, Hinson, Works Connection"
18,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,17 Laps,0:56.343,-- none listed --
19,314,Alex Ray,"Milan, TN",Honda CRF 450,1:31.540,0:56.976,"Ki Speed, BWR Engines, SSI Decals, Freeport Honda-Kawasaki, ReKluse, Motorsports, NollenJ6, JT Racing, Performance Electronics, Tubliss, Works Connection,NoToil, Motoseats, Evans Coolant, Yoshimura, PK, Excel, Pirelli Tires, Byrd Training, Mika, Vertex Ho"
20,224,Heath Harrison,"Silverhill, AL",Kawasaki KX 450F,1:38.317,0:59.615,"Got Gear Motorsports, Murphy Clearing and Grading, FMF, Pro Taper, Roost MX"
21,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,5 Laps,0:53.627,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
22,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,59.817,0:53.455,JGR
