POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,3,Eli Tomac,"Cortez, CO",Honda CRF 450,20 Laps,0:55.346,GEICO Honda
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,6.424,0:55.605,RCH Soaring Eagle/Jimmy Johns/Suzuki Factory Racing
3,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,10.596,0:55.923,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
4,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,23.538,0:55.762,JGR
5,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,24.718,0:56.587,Monster Energy Kawasaki
6,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,28.490,0:56.802,Rockstar Energy Husqvarna Factory Racing
7,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,29.610,0:57.377,BTO Sports - KTM - WPS
8,41,Trey Canard,"Edmond, OK",Honda CRF 450,32.097,0:56.978,Team Honda HRC
9,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,33.946,0:57.263,Team Tedder
10,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,37.249,0:57.181,Discount Tire
11,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,37.558,0:56.961,Autotrader/Toyota/Yamaha
12,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,38.441,0:57.063,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
13,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,39.822,0:57.318,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
14,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,49.448,0:56.735,Team Honda HRC
15,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,53.195,0:57.464,BTO Sports - KTM - WPS
16,24,Brett Metcalfe,"Lake Elsinore, CA",Suzuki RM-Z450,56.430,0:58.448, 
17,15,Dean Wilson,"Wesley Chapel, FL",KTM 450 SX-F Factory Edit,1:05.771,0:57.091,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
18,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,19 Laps,0:58.896,Smartop MotoConcepts Racing
19,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,14.617,0:57.261,Discount Tire Racing/TwoTwo Motorsports
20,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,30.867,0:59.125,Arma Energy Motosport.com Yamaha
21,199,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,18 Laps,1:00.067,Rocky Mountain ATV/MC One Industry Rekluse Alpinestar Spy Tag Dunlop Work Connection Golfer Acerbis Proven Driven
22,64,A J Catanzaro,"Portland, CT",Suzuki RM-Z450,11 Laps,1:01.324,JMR Racing/Factory Suzuki/Pickett Weaponry/Phoenix Tube/Arai Helmets/Tirestickers.com/RAD Mfg/Powerbar/Factory Connection/139 Designs/100% Goggles/Tlr Performance/Alpinestars/O'Neal/Tag Metals/Rizzon Cycles/EVS-Sports/Surface Sun Systems/RK-Excel/Ampedapp
