POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,20 Laps,0:47.270,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
2,3,Eli Tomac,"Cortez, CO",Honda CRF 450,3.926,0:47.101,GEICO Honda
3,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,9.801,0:47.464,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
4,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,14.072,0:47.443,Team Honda HRC
5,23,Weston Peick,"Menifee, CA",Yamaha YZ450F,17.548,0:47.578,JGR
6,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,19.736,0:47.768,Discount Tire Racing/TwoTwo Motorsports
7,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,21.491,0:47.996,Monster Energy Kawasaki
8,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,23.252,0:48.279,Discount Tire
9,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,28.576,0:47.957,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
10,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,38.702,0:48.686,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
11,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,52.822,0:48.805,"TEAM CHIZ, RICKIEFOWLER.COM, WESTFALL AUTO, PRETTY REBELS KAWASAKI"
12,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,19 Laps,0:49.719,Mafia MotoCrew/PasionMX
13,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,13.115,0:49.150,JGR
14,70,Nicholas Schmidt,"Riverside, CA",Suzuki RM-Z450,21.711,0:50.135,-- none listed --
15,42,Ben Lamay,"Austin, TX",Husqvarna FC450,24.288,0:49.996,Munn racing/Husqvarna/LBeardsleycpa.com/Fly racing/xbrand/bell
16,722,Adam Enticknap,"Lompoc, CA",Honda CRF 450,33.898,0:50.311,VikingBait/CycleNorth/FlyRacing/CalCoastPlumbing/TokyoMods/Motosport/TPJ
17,285,Tony Archer,"Waldorf, MD",Kawasaki KX 450F,35.384,0:50.934,Traders Racing/Tic Tabs/Pro Circuit/Eagle Amusements
18,10,Justin Brayton,"Murrieta, CA",KTM 450 SX-F Factory Edit,38.767,0:50.301,BTO Sports - KTM - WPS
19,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,18 Laps,0:50.897,"Ruskracing, National Hail And Dent, axo, bell, novik, Yamaha"
20,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,17 Laps,0:51.902,"DirtCandy Graphics, PRBC.com, Hellbound Racing, ISC Racers Tape, Fugoo, Never Summer Industries, Bel Ray, Yoshimura, Shift, Spy, 6D Helmets, RK Excel, KSR Wheels, Dunlop, Hinson, Works Connection"
21,199,Kyle Partridge,"Lake Elsinore, CA",Honda CRF 450,12 Laps,0:50.797,rocky mountain tav/mc
22,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,DNS,,BTO Sports - KTM - WPS 
