POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,20 Laps,1:02.359,RCH Soaring Eagle/Jimmy Johns/Suzuki Factory Racing
2,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,5.221,1:02.310,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
3,3,Eli Tomac,"Cortez, CO",Honda CRF 450,8.281,1:01.987,GEICO Honda
4,51,Justin Barcia,"Greenville, FL",Yamaha YZ450F,20.599,1:02.934,Autotrader/Toyota/Yamaha
5,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,26.998,1:03.350,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
6,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,31.486,1:03.106,Team Honda HRC
7,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,43.552,1:03.144,Rockstar Energy Husqvarna Factory Racing 
8,15,Dean Wilson,"Wesley Chapel, FL",KTM 450 SX-F Factory Edit,45.480,1:04.580,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
9,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,49.007,1:04.360,Monster Energy Kawasaki
10,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,51.316,1:03.000,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
11,41,Trey Canard,"Edmond, OK",Honda CRF 450,51.776,1:02.656,Team Honda HRC
12,24,Brett Metcalfe,"Lake Elsinore, CA",Suzuki RM-Z450,1:02.967,1:04.232, 
13,11,Kyle Chisholm,"Valrico, FL",KTM 450 SX-F,19 Laps,1:05.548, 
14,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,11.150,1:06.283,Mafia MotoCrew/PasionMX
15,42,Ben Lamay,"Forney, TX",Yamaha YZ450F,16.883,1:06.534,"CycleTrader.com | Rock River YAMAHA | Larry Beardsley, CPA"
16,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,23.890,1:06.103,arma energy motorsport.com yamaha
17,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,33.223,1:04.687,Team Tedder
18,92,Cade Clason,"Arcadia, OH",Honda CRF 450,18 Laps,1:07.778,"Gurrnaid Energy/ AG motorsports, Rocket Exhaust, JT Racing, EVS, Addidas, Bell, 100%, Club Mx,"
19,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,15 Laps,1:04.068,Smartop MotoConcepts Racing
20,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,10 Laps,1:04.302,Discount Tire Racing/TwoTwo Motorsports
21,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,DNF,,BTO Sports - KTM - WPS
22,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,-no times-,,Discount Tire
