POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,41,Trey Canard,"Edmond, OK",Honda CRF 450,20 Laps,0:55.568,Team Honda HRC
2,94,Ken Roczen,"Clermont, FL",Suzuki RM-Z450,1.001,0:56.377,RCH Soaring Eagle/Jimmy Johns/Suzuki Factory Racing
3,5,Ryan Dungey,"Tallahassee, FL",KTM 450 SX-F Factory Edit,8.540,0:56.306,KTM/RED BULL/MOTOREX/WP/AKRAPOVIC/DUNLOP
4,22,Chad Reed,"Dade City, FL",Kawasaki KX 450F,17.973,0:56.417,Discount Tire
5,3,Eli Tomac,"Cortez, CO",Honda CRF 450,19.666,0:56.328,GEICO Honda
6,14,Cole Seely,"Laguna Beach, CA",Honda CRF 450,28.693,0:57.011,Team Honda HRC
7,4,Blake Baggett,"Grand Terrace, CA",Suzuki RM-Z450,33.989,0:56.688,Yoshimura Suzuki Factory Racing/Motorex/Dunlop/Renthal/Showa/Vortex/Renegade Rentals/Shorai/Seven/Hinson/Elf Fuel/RG3/GET/TwinAir/Matrix/N-Style/D.I.D./Excel/NGK/Mechanix Wear/Works Connection/Moto Tassinari
8,29,Andrew Short,"Smithville, TX",KTM 450 SX-F Factory Edit,36.510,0:57.018,BTO Sports - KTM - WPS
9,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,37.813,0:57.419,RCH Soaring Eagle Jimmy Johns Suzuki Factory Racing
10,21,Jason Anderson,"Edgewood, NM",Husqvarna FC450,38.381,0:56.214,ROCKSTAR ENERGY/HUSQVARNA FACTORY RACING
11,24,Brett Metcalfe,"Lake Elsinore, CA",Suzuki RM-Z450,52.758,0:57.693, 
12,33,Joshua Grant,"Wildomar, CA",Kawasaki KX 450F,54.998,0:58.018,Discount Tire Racing/TwoTwo Motorsports
13,800,Mike Alessi,"Hilliard, FL",Suzuki RM-Z450,1:03.216,0:58.171,Smartop MotoConcepts Racing
14,46,Phillip Nicoletti,"Bethel, NY",Yamaha YZ450F,19 Laps,0:58.224,JGR
15,12,Jacob Weimer,"Wildomar, CA",Kawasaki KX 450F,4.576,0:57.671,Team Tedder
16,11,Kyle Chisholm,"Valrico, FL",Kawasaki KX 450F,8.247,0:59.034, 
17,27,Nicholas Wey,"Dewitt, MI",Kawasaki KX 450F,14.905,0:58.812,Mafia MotoCrew/PasionMX
18,53,Jimmy Albertson,"Shawnee, OK",Yamaha YZ450F,17.546,0:58.995,arma energy motorsport.com yamaha 
19,58,Killian Rusk,"Temecula, CA",Yamaha YZ450F,20.691,0:59.257, 
20,18,David Millsaps,"Murrieta, CA",Kawasaki KX 450F,46.125,0:57.099,Monster Energy Kawasaki
21,199,Kyle Partridge,"Canyon Lake, CA",Honda CRF 450,52.284,0:58.834,"Rocky Mountain ATV/MC, Dunlop, One Industries Alpinestars"
22,69,Ronnie Stewart,"Easton, PA",Suzuki RM-Z450,17 Laps,1:00.894,"DirtCandy Graphics, PRBC.com, Hellbound Racing, ISC Racers Tape, Fugoo, Never Summer Industries, Bel Ray, Yoshimura, Shift, Spy, 6D Helmets, RK Excel, KSR Wheels, Dunlop, Hinson, Works Connection"
