POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,50,Malcolm Stewart,"Haines City, FL",Honda CRF 250,1,-,13,1,25
2,49,Martin Davalos,"CLERMONT, FL",Husqvarna FC250,3,-,2,2,22
3,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,6,-,0,3,20
4,30,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,8,-,0,4,18
5,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,2,-,0,5,16
6,53,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,4,-,0,6,15
7,61,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,13,-,0,7,14
8,64,Dakota Alix,"Jay, VT",KTM 250 SX-F,10,X,0,8,13
9,46,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,16,-,0,9,12
10,201,Cedric Soubeyras,"Venasque, France",Kawasaki KX 250F,7,-,0,10,11
11,32,Matthew Bisceglia,"Weatherford, TX",Suzuki RM-Z250,14,-,0,11,10
12,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,11,-,0,12,9
13,48,Anthony Rodriguez,"Cairo, GA",Kawasaki KX 250F,12,-,0,13,8
14,128,Alexander Frye,"Huntingtown, MD",KTM 250SX-F Factory Editi,5,-,0,14,7
15,159,Darryn Durham,"Menifee, CA",Yamaha YZ250F,9,-,0,15,6
16,84,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z250,18,-,0,16,5
17,62,Justin Starling,"Deland, FL",Kawasaki KX 250F,15,-,0,17,4
18,373,Jacob Williamson,"Swartz Creek, MI",Kawasaki KX 250F,19,-,0,18,3
19,83,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,22,-,0,19,2
20,175,Paul Coates,"Zephyrhills, FL",Honda CRF 250,17,-,0,20,1
21,90,John Short,"Pilot Point, TX",Yamaha YZ250F,20,-,0,21,1
22,740,Lane Staley,"Chillicothe, OH",KTM 250 SX-F,21,-,0,22,1
