POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,49,Martin Davalos,"CLERMONT, FL",Husqvarna FC250,2,-,15,1,25
2,50,Malcolm Stewart,"Haines City, FL",Honda CRF 250,1,-,0,2,22
3,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,9,-,0,3,20
4,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,12,-,0,4,18
5,36,Justin Hill,"Yoncalla, OR",KTM 250SX-F Factory Editi,5,-,0,5,16
6,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,11,-,0,6,15
7,159,Darryn Durham,"Menifee, CA",Yamaha YZ250F,7,-,0,7,14
8,53,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,4,-,0,8,13
9,128,Alexander Frye,"Huntingtown, MD",KTM 250SX-F Factory Editi,10,-,0,9,12
10,84,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z250,20,-,0,10,11
11,32,Matthew Bisceglia,"Weatherford, TX",Suzuki RM-Z250,18,-,0,11,10
12,64,Dakota Alix,"Jay, VT",KTM 250 SX-F,6,-,0,12,9
13,167,Benny Bloss,"Oak Grove, MO",Yamaha YZ250F,21,-,0,13,8
14,61,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,17,-,0,14,7
15,89,Marshal Weltin,"Ubly, MI",Yamaha YZ250F,13,-,0,15,6
16,62,Justin Starling,"Deland, FL",Kawasaki KX 250F,14,-,0,16,5
17,48,Anthony Rodriguez,"Cairo, GA",Kawasaki KX 250F,22,-,0,17,4
18,175,Paul Coates,"Zephyrhills, FL",Kawasaki KX 250F,16,-,0,18,3
19,66,Arnaud Tonus,"Lake Elsinore, CA",Kawasaki KX 250F,19,-,0,19,2
20,63,Jesse Wentland,"Elk River, MN",Honda CRF 250,8,-,0,20,1
21,46,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,15,-,0,21,1
22,30,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,3,X,0,22,1
