POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,1,X,11,1,25
2,16,Zach Osborne,"LAKE ELSINORE, CA",Husqvarna FC250,20,-,0,2,22
3,50,Malcolm Stewart,"Haines City, FL",Honda CRF 250,2,-,0,3,20
4,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,10,-,0,4,18
5,61,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,14,-,0,5,16
6,69,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,19,-,1,6,15
7,53,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,8,-,0,7,14
8,38,Christian Craig,"Corona, CA",Honda CRF 250,11,-,0,8,13
9,46,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,21,-,0,9,12
10,49,Martin Davalos,"CLERMONT, FL",Husqvarna FC250,16,-,0,10,11
11,1W,Cooper Webb,"Newport, NC",Yamaha YZ250F,5,-,0,11,10
12,42,Mitchell Oldenburg,"Alvord, TX",KTM 250 SX-F,9,-,0,12,9
13,35,Chris Alldredge,"Powell Butte, OR",Kawasaki KX 250F,3,-,0,13,8
14,201,Cedric Soubeyras,"Venasque, France",Kawasaki KX 250F,18,-,0,14,7
15,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,12,-,0,15,6
16,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,6,-,0,16,5
17,30,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,4,-,0,17,4
18,26,Alex Martin,"Millville, MN",Yamaha YZ250F,7,-,0,18,3
19,58,James Decotis,"Peabody, MA",Honda CRF 250,13,-,0,19,2
20,92,Ryan Breece,"Athol, ID",Yamaha YZ250F,22,-,0,20,1
21,39,Jordon Smith,"Belmont, NC",Honda CRF 250,15,-,0,21,1
