POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,2,-,3,1,25
2,69,Colt Nichols,"Muskogee, OK",Yamaha YZ250F,5,-,0,2,22
3,38,Christian Craig,"Corona, CA",Honda CRF 250,3,X,3,3,20
4,42,Mitchell Oldenburg,"Alvord, TX",KTM 250 SX-F,17,-,0,4,18
5,16,Zach Osborne,"LAKE ELSINORE, CA",Husqvarna FC250,14,-,0,5,16
6,40,Kyle Peters,"Greensboro, NC",Honda CRF 250,10,-,0,6,15
7,85,Michael Leib,"Wildomar, CA",Yamaha YZ250F,11,-,0,7,14
8,45,Kyle Cunningham,"Willow Park, TX",Suzuki RM-Z250,12,-,0,8,13
9,58,James Decotis,"Peabody, MA",Honda CRF 250,9,-,0,9,12
10,127,Cole Thompson,"Brigden, Canada",KTM 250 SX-F,7,-,0,10,11
11,39,Jordon Smith,"Belmont, NC",Honda CRF 250,6,-,0,11,10
12,188,Dillan Epstein,"Thousand Oaks, CA",Kawasaki KX 250F,21,-,0,12,9
13,72,Hayden Mellross,Australia,Yamaha YZ250F,13,-,0,13,8
14,76,Scott Champion,"Wildomar, CA",Yamaha YZ250F,16,-,0,14,7
15,203,Zachary Commans,"Seal Beach, CA",KTM 250 SX-F,19,-,0,15,6
16,772,Thomas Do,"VAISON LA ROMAINE, France",Honda CRF 250,22,-,0,16,5
17,43,Fredrik Noren,"Menifee, CA",Honda CRF 250,15,-,0,17,4
18,902,Killian Auberson,Switzerland,Suzuki RM-Z250,20,-,0,18,3
19,82,Trevor Reis,"Alpine, CA",Yamaha YZ250F,18,-,0,19,2
20,35,Chris Alldredge,"Powell Butte, OR",Kawasaki KX 250F,8,-,0,20,1
21,1,Cooper Webb,"Newport, NC",Yamaha YZ250F,1,-,9,21,1
22,26,Alex Martin,"Millville, MN",Yamaha YZ250F,4,-,0,22,1
