POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,76,Scott Champion,,YAM,,-,,,
2,69,Colt Nichols,,YAM,,-,,,
3,72,Hayden Mellross,,YAM,,-,,,
4,16,Zach Osborne,,HUS,,-,,,
5,68,Cole Martinez,,YAM,,-,,,
6,222,Chris Howell,,HUS,,-,,,
7,733,Steven Mages,,KTM,,-,,,
8,40,Kyle Peters,,HON,,-,,,
9,42,Mitchell Oldenburg,,KTM,,-,,,
10,38,Christian Craig,,HON,,-,,,
11,39,Jordon Smith,,HON,,-,,,
12,37,Joey Savatgy,,KAW,,-,,,
13,35,Chris Alldredge,,KAW,,-,,,
14,26,Alex Martin,,YAM,,-,,,
15,85,Michael Leib,,YAM,,-,,,
16,43,Fredrik Noren,,HON,,-,,,
17,212,Chase Marquier,,HON,,-,,,
18,45,Kyle Cunningham,,SUZ,,-,,,
19,492,Luke Clout,,SUZ,,-,,,
20,58,James Decotis,,HON,,-,,,
21,792,Bracken Hall,,HON,,-,,,
22,1,Cooper Webb,,YAM,,-,,,
