POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,36,Justin Hill,"Yoncalla, OR",KTM 250SX-F Factory Editi,3,-,12,1,25
2,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,4,-,0,2,22
3,32,Matthew Bisceglia,"Weatherford, TX",Suzuki RM-Z250,14,-,2,3,20
4,128,Alexander Frye,"Huntingtown, MD",KTM 250SX-F Factory Editi,10,X,0,4,18
5,63,Jesse Wentland,"Elk River, MN",Honda CRF 250,7,-,0,5,16
6,50,Malcolm Stewart,"Haines City, FL",Honda CRF 250,1,-,0,6,15
7,167,Benny Bloss,"Oak Grove, MO",Yamaha YZ250F,5,-,0,7,14
8,61,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,17,-,0,8,13
9,175,Paul Coates,"Zephyrhills, FL",Honda CRF 250,18,-,0,9,12
10,66,Arnaud Tonus,"Lake Elsinore, CA",Kawasaki KX 250F,8,-,0,10,11
11,53,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,2,-,0,11,10
12,23,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,19,-,0,12,9
13,201,Cedric Soubeyras,"Venasque, France",Kawasaki KX 250F,11,-,0,13,8
14,48,Anthony Rodriguez,"Cairo, GA",Kawasaki KX 250F,15,-,0,14,7
15,519,Joshua Cartwright,"Tallahassee, FL",Yamaha YZ250F,20,-,0,15,6
16,62,Justin Starling,"Deland, FL",Kawasaki KX 250F,13,-,0,16,5
17,84,Jimmy Albertson,"Shawnee, OK",Suzuki RM-Z250,16,-,0,17,4
18,30,Shane Mcelrath,"Canton, NC",KTM 250SX-F Factory Editi,12,-,1,18,3
19,471,Logan Karnow,"Vermilion, OH",Kawasaki KX 250F,22,-,0,19,2
20,83,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,9,-,0,20,1
21,284,Cody Church,"Grand Junction, CO",Kawasaki KX 250F,21,-,0,21,1
22,31,Rj Hampshire,"Brooksville, FL",Honda CRF 250,6,-,0,22,1
