POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,1,Eli Tomac,"Cortez, CO",Kawasaki KX450,18 Laps,1:09.393,MONSTER ENERGY KAWASAKI
2,2,Cooper Webb,"Newport, NC",KTM 450 SX-F FE,3.856,1:10.259,KTM/RED BULL/MOTOREX/AKRAPOVIC/WELLS FARGO/DUNLOP
3,7,Aaron Plessinger,"Hamilton, OH",Yamaha YZ450F,4.523,1:09.423,Monster Energy Yamaha Factory Racing
4,94,Ken Roczen,"Clermont, FL",Honda CRF450R WE,7.755,1:09.326,"Team Honda HRC, Red Bull, Fox Racing, Art of Sport, Breitling, Canyon"
5,27,Malcolm Stewart,"Haines City, FL",Yamaha YZ450F,10.538,1:09.638,"Monster Energy/Star Racing Yamaha, Seven Brand Inc, Shoei Helment, Scott Goggles, Garnae Boots"
6,51,Justin Barcia,"Greenville, FL",GASGAS MC 450F,21.635,1:10.422,Troy Lee Designs- Red Bull- GASGAS FACTORY RACING
7,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC 450 RE,25.646,1:10.680,Rockstar Energy Husqvarna Factory Racing
8,23,Chase Sexton,"Clermont, FL",Honda CRF450R,32.783,1:10.490,Team Honda HRC
9,19,Justin Bogle,"Edmond, OK",KTM 450 SX-F FE,36.097,1:11.032,Rocky Mountain ATV/MC - KTM - WPS
10,15,Dean Wilson,"Murrieta, CA",Husqvarna FC 450 RE,41.335,1:11.175,Rockstar Energy Husqvarna Factory Racing
11,14,Dylan Ferrandis,"Lake Elsinore, CA",Yamaha YZ450F,42.121,1:10.701,Monster Energy/Star Racing/Yamaha
12,17,Joey Savatgy,"Clermont, FL",KTM 450 SX-F FE,45.410,1:11.452,Rocky Mountain ATV MC- WPS- KTM
13,40,Vince Friese,"Menifee, CA",Honda CRF450R,1:12.186,1:12.247,Smartop BullFrog Honda
14,34,Max Anstie,"Murrieta, CA",Suzuki RM-Z450,1:22.693,1:13.189,Twisted Tea Suzuki
15,49,Mitchell Oldenburg,"Aledo, TX",Honda CRF450R,17 Laps,1:11.973,Muc Off Honda Racing
16,36,Martin Davalos,"Tallahassee, FL",KTM 450 SX-F FE,9.106,1:12.218,Team Tedder / Monster Energy Racing
17,11,Kyle Chisholm,"Valrico, FL",Yamaha YZ450F,11.084,1:13.563,"Team Chiz, RickieFowler.com, YAMAHA, LS2"
18,37,Benny Bloss,"Oak Grove, MO",Honda CRF450R,46.382,1:12.638,MotoConcepts
19,28,Brandon Hartranft,"Brick, NJ",Suzuki RM-Z450,48.945,1:14.327,Twisted Tea Suzuki
20,280,Cade Clason,"Tucson, AZ",Kawasaki KX250,1:14.091,1:16.017,"Team PR-MX, Deep South Kawasaki, Wossner pistons"
21,25,Marvin Musquin,"Corona, CA",KTM 450 SX-F FE,14 Laps,1:09.886,KTM/RED BULL/MOTOREX/AKRAPOVIC/WELLS FARGO/DUNLOP
22,20,Broc Tickle,"Holly, MI",Honda CRF450R,13 Laps,1:12.118,Smartop Bullfrog spas Motoconcepts Honda
