POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,17,Cooper Webb,"Newport, NC",Yamaha YZ250F,7,-,6,1,25
2,40,Shane Mcelrath,"Canton, NC",KTM 250 SX-F,1,-,0,2,22
3,911,Tyler Bowers,"Corona, CA",Kawasaki KX 250F,5,-,9,3,20
4,100,Joshua Hansen,"Elbert, CO",Kawasaki KX 250F,6,-,0,4,18
5,31,Alex Martin,"Millville, MN",Yamaha YZ250F,8,-,0,5,16
6,16,Zach Osborne,"Chesterfield, SC",Husqvarna FC250,3,X,0,6,15
7,44,Zachary Bell,"Cairo, GA",Husqvarna FC250,9,-,0,7,14
8,28,Jessy Nelson,"Paso Robles, CA",KTM 250 SX-F,10,-,0,8,13
9,130,Thomas Hahn,"Decatur, TX",Honda CRF 250,11,-,0,9,12
10,66,Chris Alldredge,"Powell Butte, OR",Kawasaki KX 250F,20,-,0,10,11
11,71,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,13,-,0,11,10
12,57,Jackson Richardson,"Wildomar, CA",Honda CRF 250,12,-,0,12,9
13,86,Zackery Freeberg,"Riverview, FL",Yamaha YZ250F,16,-,0,13,8
14,157,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,18,-,0,14,7
15,38,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,19,-,0,15,6
16,981,Austin Politelli,"Menifee, CA",Yamaha YZ250F,14,-,0,16,5
17,148,Trevor Reis,"Alpine, CA",Yamaha YZ250F,15,-,0,17,4
18,397,Brandon Scharer,"Gardena, CA",Suzuki RM-Z250,17,-,0,18,3
19,143,Michael Horban,"Grants Pass, OR",Kawasaki KX 250F,22,-,0,19,2
20,217,Ryan Breece,"Athol, ID",Yamaha YZ250F,21,-,0,20,1
21,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,4,-,0,21,1
