POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,17,Cooper Webb,"Newport, NC",Yamaha YZ250F,2,-,7,1,25
2,32,Justin Hill,"Yoncalla, OR",KTM 250 SX-F,1,-,0,2,22
3,31,Alex Martin,"Millville, MN",Yamaha YZ250F,5,-,0,3,20
4,34,Malcolm Stewart,"Haines City, FL",Honda CRF 250,6,-,0,4,18
5,40,Shane Mcelrath,"Canton, NC",KTM 250 SX-F,4,-,0,5,16
6,57,Jackson Richardson,"Wildomar, CA",Honda CRF 250,14,-,0,6,15
7,157,Aaron Plessinger,"Hamilton, OH",Yamaha YZ250F,3,-,3,7,14
8,38,Matthew Bisceglia,"Weatherford, TX",Honda CRF 250,8,-,0,8,13
9,130,Thomas Hahn,"Decatur, TX",Honda CRF 250,12,-,0,9,12
10,65,Scott Champion,"Wildomar, CA",Yamaha YZ250,11,-,0,10,11
11,71,Cole Martinez,"Rimrock, AZ",Yamaha YZ250F,20,-,0,11,10
12,164,Austin Ullrich,"Estacada, OR",Yamaha YZ250F,15,-,0,12,9
13,397,Brandon Scharer,"Gardena, CA",Suzuki RM-Z250,13,-,0,13,8
14,544,Morgan Burger,"Nampa, ID",Yamaha YZ250F,21,-,0,14,7
15,217,Ryan Breece,"Athol, ID",Yamaha YZ250F,16,-,0,15,6
16,284,Cody Church,"Grand Junction, CO",Kawasaki KX 250F,17,-,0,16,5
17,148,Trevor Reis,"Alpine, CA",Yamaha YZ250F,19,-,0,17,4
18,252,Kevin Weisbruch,"Murrieta, CA",Kawasaki KX 250F,22,-,0,18,3
19,100,Joshua Hansen,"Elbert, CO",Kawasaki KX 250F,7,X,5,19,2
