POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,1,X,15,1,25
2,1,Justin Bogle,"Cushing, OK",Honda CRF 250,2,-,0,2,22
3,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,7,-,0,3,20
4,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,3,-,0,4,18
5,43,Matthew Lemoine,"Pilot Point, TX",Kawasaki KX 250F,5,-,0,5,16
6,45,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,16,-,0,6,15
7,80,Rj Hampshire,"Hudson, FL",Honda CRF 250,9,-,0,7,14
8,200,Arnaud Tonus,"Aire-la-Ville, Switzerland",Kawasaki KX 250F,8,-,0,8,13
9,47,Martin Davalos,"Cairo, GA",Husqvarna FC250,4,-,0,9,12
10,55,Kyle Peters,"Greensboro, NC",Honda CRF 250,6,-,0,10,11
11,986,Colt Nichols,"Muskogee, OK",Honda CRF 250,11,-,0,11,10
12,343,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,21,-,0,12,9
13,62,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,10,-,0,13,8
14,77,Justin Starling,"Deland, FL",Yamaha YZ250F,13,-,0,14,7
15,49,James Decotis,"Peabody, MA",Honda CRF 250,14,-,0,15,6
16,74,Zack Williams,"Elko, MN",Honda CRF 250,19,-,0,16,5
17,393,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,20,-,0,17,4
18,73,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,12,-,0,18,3
19,64,Aj Catanzaro,"Portland, CT",Suzuki RM-Z250,22,-,0,19,2
20,88,Dakota Alix,"Jay, VT",KTM 250 SX-F,18,-,0,20,1
21,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,15,-,0,21,1
22,35,Kyle Cunningham,"Aledo, TX",Honda CRF 250,17,-,0,22,1
