POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,3,-,3,1,25
2,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,15,-,0,2,22
3,1,Justin Bogle,"Cushing, OK",Honda CRF 250,5,-,3,3,20
4,47,Martin Davalos,"Cairo, GA",Husqvarna FC250,1,X,9,4,18
5,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,2,-,0,5,16
6,45,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,4,-,0,6,15
7,43,Matthew Lemoine,"Pilot Point, TX",Kawasaki KX 250F,8,-,0,7,14
8,62,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,19,-,0,8,13
9,80,Rj Hampshire,"Hudson, FL",Honda CRF 250,9,-,0,9,12
10,200,Arnaud Tonus,"Aire-la-Ville, Switzerland",Kawasaki KX 250F,6,-,0,10,11
11,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,7,-,0,11,10
12,73,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,21,-,0,12,9
13,55,Kyle Peters,"Greensboro, NC",Honda CRF 250,22,-,0,13,8
14,88,Dakota Alix,"Jay, VT",KTM 250 SX-F,10,-,0,14,7
15,89,Brady Kiesel,"Fort Worth, TX",Honda CRF 250,20,-,0,15,6
16,49,James Decotis,"Peabody, MA",Honda CRF 250,16,-,0,16,5
17,95,Nick Gaines,"Ringgold, GA",Kawasaki KX 250F,14,-,0,17,4
18,77,Justin Starling,"Deland, FL",Yamaha YZ250F,13,-,0,18,3
19,79,Jace Owen,"Mattoon, IL",Honda CRF 250,18,-,0,19,2
20,393,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,11,-,0,20,1
21,83,Levi Kilbarger,"Logan, OH",Yamaha YZ250F,12,-,0,21,1
22,74,Zack Williams,"Elko, MN",Honda CRF 250,17,-,0,22,1
