POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,1,Justin Bogle,"Cushing, OK",Honda CRF 250,1,X,15,1,25
2,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,3,-,0,2,22
3,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,5,-,0,3,20
4,6,Jeremy Martin,"Millville, MN",Yamaha YZ250F,10,-,0,4,18
5,62,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,6,-,0,5,16
6,986,Colt Nichols,"Muskogee, OK",Honda CRF 250,4,-,0,6,15
7,35,Kyle Cunningham,"Aledo, TX",Honda CRF 250,9,-,0,7,14
8,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,19,-,0,8,13
9,49,James Decotis,"Peabody, MA",Honda CRF 250,7,-,0,9,12
10,79,Jace Owen,"Mattoon, IL",Honda CRF 250,13,-,0,10,11
11,80,Rj Hampshire,"Hudson, FL",Honda CRF 250,2,-,0,11,10
12,77,Justin Starling,"Deland, FL",Yamaha YZ250F,11,-,0,12,9
13,55,Kyle Peters,"Greensboro, NC",Honda CRF 250,12,-,0,13,8
14,393,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,14,-,0,14,7
15,74,Zack Williams,"Elko, MN",Honda CRF 250,21,-,0,15,6
16,64,Aj Catanzaro,"Portland, CT",Suzuki RM-Z250,17,-,0,16,5
17,395,Taylor Potter,"Warranwood, Australia",Honda CRF 250,16,-,0,17,4
18,240,Bryce Stewart,"Canyon Lake, CA",Yamaha YZ250F,15,-,0,18,3
19,385,Adam Gulley,"Wright City, MO",Kawasaki KX 250F,22,-,0,19,2
20,73,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,20,-,0,20,1
21,126,Jordon Smith,"Belmont, NC",Honda CRF 250,18,-,0,21,1
