POS.,#,RIDER,HOMETOWN,BIKE,QUAL,HOLESHOT,LAPS LED,FINISH,POINTS
1,25,Marvin Musquin,"Corona, CA",KTM 250 SX-F,2,-,14,1,25
2,1,Justin Bogle,"Cushing, OK",Honda CRF 250,1,-,0,2,22
3,80,Rj Hampshire,"Hudson, FL",Honda CRF 250,4,-,0,3,20
4,126,Jordon Smith,"Belmont, NC",Honda CRF 250,15,-,0,4,18
5,35,Kyle Cunningham,"Aledo, TX",Honda CRF 250,7,-,0,5,16
6,49,James Decotis,"Peabody, MA",Honda CRF 250,6,-,0,6,15
7,55,Kyle Peters,"Greensboro, NC",Honda CRF 250,8,-,0,7,14
8,986,Colt Nichols,"Muskogee, OK",Honda CRF 250,10,-,0,8,13
9,45,Vince Friese,"Cape Girardeau, MO",Honda CRF 250,13,-,0,9,12
10,79,Jace Owen,"Mattoon, IL",Honda CRF 250,21,-,0,10,11
11,343,Luke Renzland,"Hewitt, NJ",Yamaha YZ250F,19,-,0,11,10
12,73,Gannon Audette,"Tallahassee, FL",Kawasaki KX 250F,14,-,0,12,9
13,52,Mitchell Oldenburg,"Alvord, TX",Yamaha YZ250F,11,-,0,13,8
14,77,Justin Starling,"Deland, FL",Yamaha YZ250F,12,-,0,14,7
15,47,Martin Davalos,"Cairo, GA",Husqvarna FC250,5,-,1,15,6
16,62,Anthony Rodriguez,"Cairo, GA",Yamaha YZ250F,9,-,0,16,5
17,393,Daniel Herrlein,"Bethesda, OH",Honda CRF 250,22,-,0,17,4
18,395,Taylor Potter,"Warranwood, Australia",Honda CRF 250,18,-,0,18,3
19,471,Logan Karnow,"Vermilion, OH",Honda CRF 250,16,-,0,19,2
20,37,Joey Savatgy,"Thomasville, GA",Kawasaki KX 250F,3,-,0,20,1
21,95,Nick Gaines,"Ringgold, GA",Kawasaki KX 250F,20,X,0,21,1
22,88,Dakota Alix,"Jay, VT",KTM 250 SX-F,17,-,0,22,1
